Z006628|12/22/1969|00010||13.3||||
Z006628|12/22/1969|00011||56||||
Z006628|12/22/1969|00021||39||||
Z006628|12/22/1969|00070||14||||
Z006628|12/22/1969|00095||1800||||
Z006628|12/22/1969|00300||8||||
Z006628|12/22/1969|00310||2.5||||
Z006628|12/22/1969|00403||7.2||||
Z006628|12/22/1969|00940||308||||
Z006628|12/22/1969|00945||170||||
