Z005164|01/25/1972|00010||5||||
Z005164|01/25/1972|00011||41||||
Z005164|01/25/1972|00070||40||||
Z005164|01/25/1972|00095||531||||
Z005164|01/25/1972|00300||7||||
Z005164|01/25/1972|00310||3.5||||
Z005164|01/25/1972|00403||8.3||||
Z005164|01/25/1972|00530||34||||
Z005164|01/25/1972|00535||7||||
Z005164|01/25/1972|00610|<|0.1||||
Z005164|01/25/1972|00620||0.05||||
Z005164|01/25/1972|00650||0.34||||
Z005164|01/25/1972|00665||0.111||||
Z005164|01/25/1972|00940||20||||
Z005164|01/25/1972|00945||33||||
Z005164|01/25/1972|32211||10||||
Z005165|02/24/1972|00010||5.6||||
Z005165|02/24/1972|00011||42||||
Z005165|02/24/1972|00070||15||||
Z005165|02/24/1972|00094||4000||||
Z005165|02/24/1972|00300||10||||
Z005165|02/24/1972|00400||8.5||||
Z005165|02/24/1972|00941||40||||
Z005166|03/22/1972|00010||15||||
Z005166|03/22/1972|00011||59||||
Z005166|03/22/1972|00070||12||||
Z005166|03/22/1972|00094||500||||
Z005166|03/22/1972|00300||8||||
Z005166|03/22/1972|00400||8.2||||
Z005166|03/22/1972|00941||36||||
Z005166|03/22/1972|31505||0||||
Z005167|04/05/1972|00010||14.4||||
Z005167|04/05/1972|00011||58||||
Z005167|04/05/1972|00070||20||||
Z005167|04/05/1972|00094||550||||
Z005167|04/05/1972|00300||11||||
Z005167|04/05/1972|00400||8||||
Z005167|04/05/1972|00941||30||||
Z005168|05/23/1972|00010||20||||
Z005168|05/23/1972|00011||68||||
Z005168|05/23/1972|00070||215||||
Z005168|05/23/1972|00094||400||||
Z005168|05/23/1972|00300||6||||
Z005168|05/23/1972|00400||7.3||||
Z005168|05/23/1972|00941||15||||
Z005169|06/13/1972|00010||21.1||||
Z005169|06/13/1972|00011||70||||
Z005169|06/13/1972|00070||20||||
Z005169|06/13/1972|00094||50||||
Z005169|06/13/1972|00095||312||||
Z005169|06/13/1972|00300||6||||
Z005169|06/13/1972|00310||2||||
Z005169|06/13/1972|00400||7.5||||
Z005169|06/13/1972|00403||7.6||||
Z005169|06/13/1972|00530||25||||
Z005169|06/13/1972|00535||13||||
Z005169|06/13/1972|00610||0.95||||
Z005169|06/13/1972|00620||1||||
Z005169|06/13/1972|00650||0.34||||
Z005169|06/13/1972|00665||0.111||||
Z005169|06/13/1972|00940||9||||
Z005169|06/13/1972|00945||31||||
Z005169|06/13/1972|31505||100||||
Z005169|06/13/1972|32211|<|4||||
Z005170|07/10/1972|00010||23.3||||
Z005170|07/10/1972|00011||74||||
Z005170|07/10/1972|00095||342||||
Z005170|07/10/1972|00300||7||||
Z005170|07/10/1972|00310||3||||
Z005170|07/10/1972|00403||7.6||||
Z005170|07/10/1972|00530||28||||
Z005170|07/10/1972|00535||19||||
Z005170|07/10/1972|00610||0.1||||
Z005170|07/10/1972|00620||2.15||||
Z005170|07/10/1972|00650||0.53||||
Z005170|07/10/1972|00665||0.173||||
Z005170|07/10/1972|00940||9||||
Z005170|07/10/1972|00945||20||||
Z005170|07/10/1972|32211||17||||
Z005171|08/24/1972|00010||22.8||||
Z005171|08/24/1972|00011||73||||
Z005171|08/24/1972|00070||180||||
Z005171|08/24/1972|00094||300||||
Z005171|08/24/1972|00300||6||||
Z005171|08/24/1972|00400||9.2||||
Z005171|08/24/1972|00941||25||||
Z005172|09/21/1972|00010||20.6||||
Z005172|09/21/1972|00011||69||||
Z005172|09/21/1972|00070||1||||
Z005172|09/21/1972|00095||262||||
Z005172|09/21/1972|00300||9||||
Z005172|09/21/1972|00310||2||||
Z005172|09/21/1972|00400||8||||
Z005172|09/21/1972|00403||8.1||||
Z005172|09/21/1972|00530||10||||
Z005172|09/21/1972|00610||0.1||||
Z005172|09/21/1972|00620||0.03||||
Z005172|09/21/1972|00650||0.19||||
Z005172|09/21/1972|00665||0.062||||
Z005172|09/21/1972|00940||8||||
Z005172|09/21/1972|00945||12||||
Z005172|09/21/1972|31505||1300||||
Z005172|09/21/1972|31619||0||||
Z005172|09/21/1972|31679||0||||
Z005173|10/11/1972|00010||21.1||||
Z005173|10/11/1972|00011||70||||
Z005173|10/11/1972|00070||1||||
Z005173|10/11/1972|00094||300||||
Z005173|10/11/1972|00300||8||||
Z005173|10/11/1972|00400||8.8||||
Z005173|10/11/1972|00941||20||||
Z005174|11/27/1972|00010||2.2||||
Z005174|11/27/1972|00011||36||||
Z005174|11/27/1972|00094||270||||
Z005174|11/27/1972|00095||282||||
Z005174|11/27/1972|00300||10||||
Z005174|11/27/1972|00310||2.5||||
Z005174|11/27/1972|00403||7.9||||
Z005174|11/27/1972|00530||28||||
Z005174|11/27/1972|00535||12||||
Z005174|11/27/1972|00610||0.6||||
Z005174|11/27/1972|00620||0.79||||
Z005174|11/27/1972|00650||0.17||||
Z005174|11/27/1972|00665||0.056||||
Z005174|11/27/1972|00940||9||||
Z005174|11/27/1972|00945||13||||
Z005174|11/27/1972|31505|<|10||||
Z005174|11/27/1972|32211||16||||
Z005175|12/19/1972|00010||0.6||||
Z005175|12/19/1972|00011||33||||
Z005175|12/19/1972|00070||1||||
Z005175|12/19/1972|00094||350||||
Z005175|12/19/1972|00300||10||||
Z005175|12/19/1972|00400||7.4||||
Z005175|12/19/1972|00941||20||||
