Z009184|01/22/1970|00010||1.1||||
Z009184|01/22/1970|00011||34||||
Z009184|01/22/1970|00021||29||||
Z009184|01/22/1970|00070||200||||
Z009184|01/22/1970|00095||656||||
Z009184|01/22/1970|00300||10||||
Z009184|01/22/1970|00310||2||||
Z009184|01/22/1970|00403||7.2||||
Z009184|01/22/1970|00940||119||||
Z009184|01/22/1970|00945||53||||
Z009222|01/22/1970|00010||1.7||||
Z009222|01/22/1970|00011||35||||
Z009222|01/22/1970|00021||31||||
Z009222|01/22/1970|00070||220||||
Z009222|01/22/1970|00095||256||||
Z009222|01/22/1970|00300||9||||
Z009222|01/22/1970|00310||2||||
Z009222|01/22/1970|00403||7.2||||
Z009222|01/22/1970|00940||35||||
Z009222|01/22/1970|00945||12||||
Z009185|02/12/1970|00010||12.2||||
Z009185|02/12/1970|00011||54||||
Z009185|02/12/1970|00021||48||||
Z009185|02/12/1970|00070||45||||
Z009185|02/12/1970|00095||4576||||
Z009185|02/12/1970|00300||12||||
Z009185|02/12/1970|00310||3.5||||
Z009185|02/12/1970|00403||8.6||||
Z009185|02/12/1970|00940||950||||
Z009185|02/12/1970|00945||439||||
Z009223|02/12/1970|00010||8.9||||
Z009223|02/12/1970|00011||48||||
Z009223|02/12/1970|00021||42||||
Z009223|02/12/1970|00070||450||||
Z009223|02/12/1970|00095||274||||
Z009223|02/12/1970|00300||7||||
Z009223|02/12/1970|00310||2.5||||
Z009223|02/12/1970|00403||7||||
Z009223|02/12/1970|00940||35||||
Z009223|02/12/1970|00945||11||||
Z009186|03/12/1970|00010||7.8||||
Z009186|03/12/1970|00011||46||||
Z009186|03/12/1970|00021||40||||
Z009186|03/12/1970|00070||500||||
Z009186|03/12/1970|00095||246||||
Z009186|03/12/1970|00300||3||||
Z009186|03/12/1970|00310||4||||
Z009186|03/12/1970|00403||7.6||||
Z009186|03/12/1970|00940||26||||
Z009186|03/12/1970|00945||10||||
Z009224|03/12/1970|00010||6.7||||
Z009224|03/12/1970|00011||44||||
Z009224|03/12/1970|00021||40||||
Z009224|03/12/1970|00070||500||||
Z009224|03/12/1970|00095||278||||
Z009224|03/12/1970|00300||3||||
Z009224|03/12/1970|00310||3.5||||
Z009224|03/12/1970|00403||7.6||||
Z009224|03/12/1970|00940||37||||
Z009224|03/12/1970|00945||9||||
Z009187|04/01/1970|00010||9.4||||
Z009187|04/01/1970|00011||49||||
Z009187|04/01/1970|00021||47||||
Z009187|04/01/1970|00070||360||||
Z009187|04/01/1970|00095||519||||
Z009187|04/01/1970|00300||7||||
Z009187|04/01/1970|00310||2.5||||
Z009187|04/01/1970|00403||7.7||||
Z009187|04/01/1970|00940||72||||
Z009187|04/01/1970|00945||28||||
Z009225|04/01/1970|00010||10||||
Z009225|04/01/1970|00011||50||||
Z009225|04/01/1970|00021||47||||
Z009225|04/01/1970|00070||390||||
Z009225|04/01/1970|00095||411||||
Z009225|04/01/1970|00300||7||||
Z009225|04/01/1970|00310||3.5||||
Z009225|04/01/1970|00403||7.5||||
Z009225|04/01/1970|00940||57||||
Z009225|04/01/1970|00945||18||||
Z009188|05/06/1970|00010||21.1||||
Z009188|05/06/1970|00011||70||||
Z009188|05/06/1970|00021||78||||
Z009188|05/06/1970|00070||480||||
Z009188|05/06/1970|00095||316||||
Z009188|05/06/1970|00300||4||||
Z009188|05/06/1970|00310||4.5||||
Z009188|05/06/1970|00403||7.3||||
Z009188|05/06/1970|00940||37||||
Z009188|05/06/1970|00945||13||||
Z009226|05/06/1970|00010||22.8||||
Z009226|05/06/1970|00011||73||||
Z009226|05/06/1970|00021||76||||
Z009226|05/06/1970|00070||410||||
Z009226|05/06/1970|00095||306||||
Z009226|05/06/1970|00300||4||||
Z009226|05/06/1970|00310||4||||
Z009226|05/06/1970|00403||7.2||||
Z009226|05/06/1970|00940||39||||
Z009226|05/06/1970|00945||12||||
Z009189|06/17/1970|00010||27.8||||
Z009189|06/17/1970|00011||82||||
Z009189|06/17/1970|00021||93||||
Z009189|06/17/1970|00070||500||||
Z009189|06/17/1970|00095||248||||
Z009189|06/17/1970|00300||4||||
Z009189|06/17/1970|00310||3||||
Z009189|06/17/1970|00403||7||||
Z009189|06/17/1970|00940||20||||
Z009189|06/17/1970|00945||11||||
Z009227|06/17/1970|00010||27.8||||
Z009227|06/17/1970|00011||82||||
Z009227|06/17/1970|00021||92||||
Z009227|06/17/1970|00070||500||||
Z009227|06/17/1970|00095||222||||
Z009227|06/17/1970|00300||7||||
Z009227|06/17/1970|00310||4.5||||
Z009227|06/17/1970|00403||6.7||||
Z009227|06/17/1970|00940||20||||
Z009227|06/17/1970|00945||9||||
Z009190|07/07/1970|00010||28.9||||
Z009190|07/07/1970|00011||84||||
Z009190|07/07/1970|00021||94||||
Z009190|07/07/1970|00070||40||||
Z009190|07/07/1970|00095||3087||||
Z009190|07/07/1970|00300||9||||
Z009190|07/07/1970|00310||3||||
Z009190|07/07/1970|00403||8.3||||
