Z009278|01/10/1975|00010||7||||
Z009278|01/10/1975|00011||44.6||||
Z009278|01/10/1975|00070||110||||
Z009278|01/10/1975|00094||800||||
Z009278|01/10/1975|00300||9.8||||
Z009278|01/10/1975|00400||7.9||||
Z009279|02/18/1975|00010||9.5||||
Z009279|02/18/1975|00011||49.1||||
Z009279|02/18/1975|00094||525||||
Z009279|02/18/1975|00300||11.8||||
Z009279|02/18/1975|00400||7.6||||
Z009279|02/18/1975|00403||7.2||||
Z009279|02/18/1975|00530||48||||
Z009279|02/18/1975|00535||18||||
Z009279|02/18/1975|00610||0.3||||
Z009279|02/18/1975|00620||0.3||||
Z009279|02/18/1975|00650||4.59||||
Z009279|02/18/1975|00660||3.06||||
Z009279|02/18/1975|00665||1.5||||
Z009279|02/18/1975|00940||194||||
Z009279|02/18/1975|00945||45||||
Z009279|02/18/1975|31616||40||||
Z009279|02/18/1975|32211||20||||
Z009279|02/18/1975|70507||1||||
Z009280|03/18/1975|00010||13||||
Z009280|03/18/1975|00011||55.4||||
Z009280|03/18/1975|00094||800||||
Z009280|03/18/1975|00300||9.6||||
Z009280|03/18/1975|00400||7.6||||
Z009281|04/16/1975|00010||18.5||||
Z009281|04/16/1975|00011||65.3||||
Z009281|04/16/1975|00094||450||||
Z009281|04/16/1975|00300||7.6||||
Z009281|04/16/1975|00400||7.4||||
Z009281|04/16/1975|00941||323||||
Z009282|05/05/1975|00010||20||||
Z009282|05/05/1975|00011||68||||
Z009282|05/05/1975|00094||700||||
Z009282|05/05/1975|00095||562||||
Z009282|05/05/1975|00300||4.2||||
Z009282|05/05/1975|00400||8||||
Z009282|05/05/1975|00403||7.2||||
Z009282|05/05/1975|00530||40||||
Z009282|05/05/1975|00535||12||||
Z009282|05/05/1975|00610||0.14||||
Z009282|05/05/1975|00620||0.35||||
Z009282|05/05/1975|00650||0.77||||
Z009282|05/05/1975|00660||0.77||||
Z009282|05/05/1975|00665||0.25||||
Z009282|05/05/1975|00940||105||||
Z009282|05/05/1975|00945||17||||
Z009282|05/05/1975|31616||470||||
Z009282|05/05/1975|32211||10||||
Z009282|05/05/1975|70507||0.25||||
Z009283|08/04/1975|00010||32||||
Z009283|08/04/1975|00011||89.6||||
Z009283|08/04/1975|00094||410||||
Z009283|08/04/1975|00095||320||||
Z009283|08/04/1975|00300||10.1||||
Z009283|08/04/1975|00400||7.9||||
Z009283|08/04/1975|00403||8||||
Z009283|08/04/1975|00530||180||||
Z009283|08/04/1975|00535||76||||
Z009283|08/04/1975|00610||0.22||||
Z009283|08/04/1975|00620||1.94||||
Z009283|08/04/1975|00650||3.67||||
Z009283|08/04/1975|00660||3.06||||
Z009283|08/04/1975|00665||1.2||||
Z009283|08/04/1975|00940||52||||
Z009283|08/04/1975|00945||6||||
Z009283|08/04/1975|31616||550||||
Z009283|08/04/1975|32211||122||||
Z009283|08/04/1975|70507||1||||
Z009284|11/25/1975|00010||9||||
Z009284|11/25/1975|00011||48.2||||
Z009284|11/25/1975|00094||500||||
Z009284|11/25/1975|00095||272||||
Z009284|11/25/1975|00300||8.2||||
Z009284|11/25/1975|00400||7.8||||
Z009284|11/25/1975|00403||6.7||||
Z009284|11/25/1975|00530||51||||
Z009284|11/25/1975|00535||11||||
Z009284|11/25/1975|00610||0||||
Z009284|11/25/1975|00620||0.39||||
Z009284|11/25/1975|00650||3.06||||
Z009284|11/25/1975|00660||3.06||||
Z009284|11/25/1975|00665||1||||
Z009284|11/25/1975|00940||39||||
Z009284|11/25/1975|00945||13||||
Z009284|11/25/1975|31616||30||||
Z009284|11/25/1975|32211||4||||
Z009284|11/25/1975|70507||1||||
