RR22196|01/05/2009|00010||5.5||||
RR22196|01/05/2009|00094||3940||||
RR22196|01/05/2009|00300||13.4||||Y
RR22196|01/05/2009|00400||8.4||||
RR22196|01/05/2009|20424||3||||
RR22196|01/05/2009|31699||31||||
RR22196|01/05/2009|31704|<|6||||
RR22196|01/05/2009|72053|>|7||||
RR22196|01/05/2009|82079||10||||
RR22196|01/05/2009|89965||2||||
RR22196|01/05/2009|89966||3||||
RR22196|01/05/2009|89969||5||||
RR22196|01/05/2009|89971||6||||
RR22215|02/11/2009|00010||13.5||||
RR22215|02/11/2009|00094||3640||||
RR22215|02/11/2009|00300||11.2||||
RR22215|02/11/2009|00335||46||||
RR22215|02/11/2009|00400||8.6||||
RR22215|02/11/2009|00410||128||||
RR22215|02/11/2009|00530||21.6||||
RR22215|02/11/2009|00535||13.2||||
RR22215|02/11/2009|00610|<|0.1||||
RR22215|02/11/2009|00630|<|0.04||||
RR22215|02/11/2009|00665||0.11||||
RR22215|02/11/2009|00671|<|0.04||||
RR22215|02/11/2009|00680||9.63||||
RR22215|02/11/2009|00915||139||||
RR22215|02/11/2009|00940||959||||
RR22215|02/11/2009|00945||438||||
RR22215|02/11/2009|20424||3||||
RR22215|02/11/2009|31699||130||||
RR22215|02/11/2009|31704|<|6||||
RR22215|02/11/2009|70300||2630||||
RR22215|02/11/2009|72053|<|1||||
RR22215|02/11/2009|82079||20.2||||
RR22215|02/11/2009|89965||4||||
RR22215|02/11/2009|89966||1||||
RR22215|02/11/2009|89969||5||||
RR22215|02/11/2009|89971||6||||
RR22229|03/02/2009|00010||8.6||||
RR22229|03/02/2009|00094||3800||||
RR22229|03/02/2009|00300||14.9||||Y
RR22229|03/02/2009|00400||8.7||||
RR22229|03/02/2009|20424||4||||
RR22229|03/02/2009|31699||37||||
RR22229|03/02/2009|31704|<|6||||
RR22229|03/02/2009|72053|>|7||||
RR22229|03/02/2009|82079||21||||
RR22229|03/02/2009|89965||3||||
RR22229|03/02/2009|89966||2||||
RR22229|03/02/2009|89969||3||||
RR22229|03/02/2009|89971||6||||
RR22250|04/06/2009|00010||14.2||||
RR22250|04/06/2009|00094||3590||||
RR22250|04/06/2009|00300||9.8||||
RR22250|04/06/2009|00400||8.6||||
RR22250|04/06/2009|20424||4||||
RR22250|04/06/2009|31699||31||||
RR22250|04/06/2009|31704|<|6||||
RR22250|04/06/2009|72053|<|7||||
RR22250|04/06/2009|82079||18||||
RR22250|04/06/2009|89965||4||||
RR22250|04/06/2009|89966||2||||
RR22250|04/06/2009|89969||3||||
RR22250|04/06/2009|89971||6||||
RR22280|05/13/2009|00010||20.9||||
RR22280|05/13/2009|00094||2300||||
RR22280|05/13/2009|00300||7||||
RR22280|05/13/2009|00335||38||||
RR22280|05/13/2009|00400||7.8||||
RR22280|05/13/2009|00410||124||||
RR22280|05/13/2009|00530||64.5||||
RR22280|05/13/2009|00535||8||||
RR22280|05/13/2009|00610|<|0.1||||
RR22280|05/13/2009|00630||0.28||||
RR22280|05/13/2009|00665||0.43||||
RR22280|05/13/2009|00671||0.08||||
RR22280|05/13/2009|00680||6.87||||
RR22280|05/13/2009|00915||112||||
RR22280|05/13/2009|00940||498||||
RR22280|05/13/2009|00945||274||||
RR22280|05/13/2009|01351||3||||
RR22280|05/13/2009|20424||4||||
RR22280|05/13/2009|31699||2000||||
RR22280|05/13/2009|31704|<|6||||
RR22280|05/13/2009|70300||1410||||
RR22280|05/13/2009|72053|<|3||||
RR22280|05/13/2009|82079||103||||
RR22280|05/13/2009|89965||4||||
RR22280|05/13/2009|89966||1||||
RR22280|05/13/2009|89969||1||||
RR22280|05/13/2009|89971||6||||
RR22285|06/09/2009|00010||27.3||||
RR22285|06/09/2009|00061||0||||Y
RR22285|06/09/2009|00094||2170||||
RR22285|06/09/2009|00300||7||||
RR22285|06/09/2009|00400||8.1||||
RR22285|06/09/2009|01351||1||||
RR22285|06/09/2009|20424||4||||
RR22285|06/09/2009|31699||25||||
