Z009285|04/15/1976|00010||22||||
Z009285|04/15/1976|00011||72||||
Z009285|04/15/1976|00094||1000||||
Z009285|04/15/1976|00095||900||||
Z009285|04/15/1976|00300||6.2||||
Z009285|04/15/1976|00400||7.7||||
Z009285|04/15/1976|00403||7.9||||
Z009285|04/15/1976|00530||89||||
Z009285|04/15/1976|00535||10||||
Z009285|04/15/1976|00610||0.32||||
Z009285|04/15/1976|00620||0.12||||
Z009285|04/15/1976|00650||1.22||||
Z009285|04/15/1976|00660||0.92||||
Z009285|04/15/1976|00665||0.4||||
Z009285|04/15/1976|00940||178||||
Z009285|04/15/1976|00945||20.2||||
Z009285|04/15/1976|31616||1700||||
Z009285|04/15/1976|32211||14.8||||
Z009285|04/15/1976|70507||0.3||||
Z009286|07/08/1976|00010||29||||
Z009286|07/08/1976|00011||84.2||||
Z009286|07/08/1976|00094||575||||
Z009286|07/08/1976|00095||495||||
Z009286|07/08/1976|00300||6.2||||
Z009286|07/08/1976|00400||7.5||||
Z009286|07/08/1976|00403||7.8||||
Z009286|07/08/1976|00530||80||||
Z009286|07/08/1976|00535||18||||
Z009286|07/08/1976|00610||0.13||||
Z009286|07/08/1976|00620||0.02||||
Z009286|07/08/1976|00650||0||||
Z009286|07/08/1976|00660||0||||
Z009286|07/08/1976|00665||0.3||||
Z009286|07/08/1976|00940||122||||
Z009286|07/08/1976|00945||11||||
Z009286|07/08/1976|31616||50||||
Z009286|07/08/1976|32211||54||||
Z009286|07/08/1976|70507||0||||
Z009287|10/08/1976|00010||11||||
Z009287|10/08/1976|00011||51.8||||
Z009287|10/08/1976|00094||300||||
Z009287|10/08/1976|00095||349||||
Z009287|10/08/1976|00300||5.1||||
Z009287|10/08/1976|00400||7.4||||
Z009287|10/08/1976|00403||7.2||||
Z009287|10/08/1976|00410||72||||
Z009287|10/08/1976|00530||104||||
Z009287|10/08/1976|00535||20||||
Z009287|10/08/1976|00610||0.03||||
Z009287|10/08/1976|00620||0.13||||
Z009287|10/08/1976|00650||1.84||||
Z009287|10/08/1976|00660||0.31||||
Z009287|10/08/1976|00665||0.6||||
Z009287|10/08/1976|00940||75||||
Z009287|10/08/1976|00945||8||||
Z009287|10/08/1976|31616||3100||||
Z009287|10/08/1976|32211||12||||
Z009287|10/08/1976|32218||0||||
Z009287|10/08/1976|70507||0.1||||
