"ProjectID","Prj_Name","Prj_Description","MLocID","MLoc_Type","MLoc_Description","River_Name","RiverMile","NavigationPool","NavMile","Latitude","Longitude","HRDAT_Name","HCMETH_Name","HUC_8","HUC_12","ActivityID","DateTime","TimeZone","Valid_Time","Activity_Type","Act_RelDepth","Act_Depth_Height","Act_Depth_Height_Unit","SCEQP_Name","ResultID","Result_Flag","Result_Qualifier","ResultValue","Result_Unit","Result_Lab_Name","Result_Lab_Comment","CharacteristicID","Chr_Name","ANLMTH_ID","ANLMTH_Name","ANLMTH_Desc","ANLMTH_Ref"
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-000975","12/17/1973 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","397257","","","50","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-000978","1/2/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","397298","","","116","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-000980","1/7/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","397335","","","81","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-000982","1/14/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","397374","","","71","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-000984","1/21/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","397403","","","63","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-000986","1/28/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","397432","","","51","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-000988","2/4/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","397464","","","33","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-000990","2/11/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","397507","","","35","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-000992","2/18/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","397537","","","41","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-000994","2/25/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","397567","","","63","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-000996","3/4/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","397598","","","43","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-000998","3/11/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","397637","","","44","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001000","3/18/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361012","","","36","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001002","3/25/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361042","","","35","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001004","4/1/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361075","","","40","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001006","4/8/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361114","","","46","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001008","4/15/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361144","","","36","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001010","4/22/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361178","","","38","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001012","4/29/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361208","","","39","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001014","5/6/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361240","","","45","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001016","5/13/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361279","","","45","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001018","5/20/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361309","","","27","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001020","5/28/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361343","","","20","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001022","6/3/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361376","","","22","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001024","6/10/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361415","","","27","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001026","6/17/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361445","","","28","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001028","6/24/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361475","","","23","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001030","7/1/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361508","","","22","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001032","7/8/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361538","","","23","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001034","7/15/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361568","","","39","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001036","7/22/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361598","","","45","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001038","7/29/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361628","","","49","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001040","8/5/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361662","","","56","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001042","8/12/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361692","","","56","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
"3","ISWS Illinois River at Peoria Monitoring","A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.","03-001","River/Stream","Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory","Illinois River","161.6","Peoria","161.6","40.678339","-89.600783","NAD83","Interpolation-USACE Navigation Charts","07130003","071300030304","03-001044","8/19/1974 12:00:00 AM","","N","Sample-Routine","Near Surface","","","Bucket","361722","","","61","mg/L","ISWS Peoria Laboratory","","13","Chloride","21","Chloride by Volumetry","Mohr-Argentometric ",""
