0005793|02/21/1994|00410||132||||
0005793|02/21/1994|00530||3||||
0005793|02/21/1994|00535||2||||
0005793|02/21/1994|00610||0.05||||
0005793|02/21/1994|00620||0.19||||
0005793|02/21/1994|00625||0.3||||
0005793|02/21/1994|00665||0.02||||
0005793|02/21/1994|00680||5.9||||
0005793|02/21/1994|00940||188||||
0005793|02/21/1994|00945||233||||
0005793|02/21/1994|32211||4.4||||
0005793|02/21/1994|32218|<|0.2||||
0005793|02/21/1994|70507||0.02||||
0005796|02/21/1994|00410||143||||
0005796|02/21/1994|00530||3||||
0005796|02/21/1994|00535|<|2||||
0005796|02/21/1994|00610||0.07||||
0005796|02/21/1994|00620||0.18||||
0005796|02/21/1994|00625||0.6||||
0005796|02/21/1994|00665||0.03||||
0005796|02/21/1994|00680||6||||
0005796|02/21/1994|00940||200||||
0005796|02/21/1994|00945||179||||
0005796|02/21/1994|32211||2.4||||
0005796|02/21/1994|32218|<|0.2||||
0005796|02/21/1994|70507||0.03||||
0005797|02/21/1994|00440||152||||
0005797|02/21/1994|00900||354||||
0005797|02/21/1994|00915||98||||
0005797|02/21/1994|00925||37||||
0005797|02/21/1994|00930||115||||
0005797|02/21/1994|00935||5.1||||
0005797|02/21/1994|00950||0.3||||
0005797|02/21/1994|00955||3.1||||
0005798|02/21/1994|00410||128||||
0005798|02/21/1994|00530||4||||
0005798|02/21/1994|00535||2||||
0005798|02/21/1994|00610||0.04||||
0005798|02/21/1994|00620||0.13||||
0005798|02/21/1994|00625||0.8||||
0005798|02/21/1994|00665||0.02||||
0005798|02/21/1994|00680||8||||
0005798|02/21/1994|00940||284||||
0005798|02/21/1994|00945||242||||
0005798|02/21/1994|32211||9.6||||
0005798|02/21/1994|32218||0.9||||
0005798|02/21/1994|70507|<|0.02||||
0005799|02/21/1994|00410||138||||
0005799|02/21/1994|00530||3||||
0005799|02/21/1994|00535|<|2||||
0005799|02/21/1994|00610||0.05||||
0005799|02/21/1994|00620||0.14||||
0005799|02/21/1994|00625||0.6||||
0005799|02/21/1994|00665||0.03||||
0005799|02/21/1994|00680||6.6||||
0005799|02/21/1994|00940||281||||
0005799|02/21/1994|00945||222||||
0005799|02/21/1994|32211||10.6||||
0005799|02/21/1994|32218||1.3||||
0005799|02/21/1994|70507|<|0.02||||
0354074|02/21/1994|00010||7.9||||
0354074|02/21/1994|00094||1292||||
0354074|02/21/1994|00300||12.6||||
0354074|02/21/1994|00400||7.6||||
0354075|02/21/1994|00010||7.9||||
0354075|02/21/1994|00094||1295||||
0354075|02/21/1994|00300||12.2||||
0354075|02/21/1994|00400||7.6||||
0354076|02/21/1994|00010||7.9||||
0354076|02/21/1994|00094||1295||||
0354076|02/21/1994|00300||12.1||||
0354076|02/21/1994|00400||7.6||||
0354077|02/21/1994|00010||7.8||||
0354077|02/21/1994|00094||1304||||
0354077|02/21/1994|00300||12||||
0354077|02/21/1994|00400||7.5||||
0354078|02/21/1994|00010||7.3||||
0354078|02/21/1994|00094||1328||||
0354078|02/21/1994|00300||11.9||||
0354078|02/21/1994|00400||7.5||||
0354079|02/21/1994|00010||8.1||||
0354079|02/21/1994|00094||1650||||
0354079|02/21/1994|00300||11.8||||
0354079|02/21/1994|00400||7.6||||
0354080|02/21/1994|00010||8.2||||
0354080|02/21/1994|00094||1650||||
0354080|02/21/1994|00300||11.7||||
0354080|02/21/1994|00400||7.6||||
0354081|02/21/1994|00010||8||||
0354081|02/21/1994|00094||1650||||
0354081|02/21/1994|00300||11.6||||
0354081|02/21/1994|00400||7.6||||
0354082|02/21/1994|00010||7.9||||
0354082|02/21/1994|00094||1650||||
0354082|02/21/1994|00300||11.5||||
0354082|02/21/1994|00400||7.6||||
0354083|02/21/1994|00010||7.9||||
0354083|02/21/1994|00094||1650||||
0354083|02/21/1994|00300||11.5||||
0354083|02/21/1994|00400||7.6||||
0354084|02/21/1994|00010||7.7||||
0354084|02/21/1994|00094||1670||||
0354084|02/21/1994|00300||11.3||||
0354084|02/21/1994|00400||7.6||||
0354085|02/21/1994|00010||7.6||||
0354085|02/21/1994|00094||1680||||
0354085|02/21/1994|00300||11||||
0354085|02/21/1994|00400||7.6||||
0354086|02/21/1994|00010||8.7||||
0354086|02/21/1994|00094||1640||||
0354086|02/21/1994|00300||12.3||||
0354086|02/21/1994|00400||7.7||||
0354087|02/21/1994|00010||8.6||||
0354087|02/21/1994|00094||1650||||
0354087|02/21/1994|00300||12.2||||
0354087|02/21/1994|00400||7.7||||
0354088|02/21/1994|00010||8.6||||
0354088|02/21/1994|00094||1650||||
0354088|02/21/1994|00300||12.1||||
0354088|02/21/1994|00400||7.7||||
0354089|02/21/1994|00010||8.5||||
0354089|02/21/1994|00094||1670||||
0354089|02/21/1994|00300||12||||
0354089|02/21/1994|00400||7.7||||
0354090|02/21/1994|00010||8.5||||
0354090|02/21/1994|00094||1690||||
0354090|02/21/1994|00300||11.9||||
0354090|02/21/1994|00400||7.7||||
0354091|02/21/1994|00010||8.5||||
0354091|02/21/1994|00094||1750||||
0354091|02/21/1994|00300||11.8||||
0354091|02/21/1994|00400||7.6||||
0354092|02/21/1994|00010||7.8||||
0354092|02/21/1994|00094||2150||||
0354092|02/21/1994|00300||10.4||||
0354092|02/21/1994|00400||7.4||||
0354093|02/21/1994|00010||7.6||||
0354093|02/21/1994|00094||2250||||
0354093|02/21/1994|00300||9.8||||
0354093|02/21/1994|00400||7.4||||
0354284|02/21/1994|00010||6.9||||
0354284|02/21/1994|00094||1333||||
0354284|02/21/1994|00300||12.1||||
0354284|02/21/1994|00400||7.5||||
0354285|02/21/1994|00010||6.9||||
0354285|02/21/1994|00094||1333||||
0354285|02/21/1994|00300||12.1||||
0354285|02/21/1994|00400||7.5||||
0354286|02/21/1994|00010||6.9||||
0354286|02/21/1994|00094||1333||||
0354286|02/21/1994|00300||11.9||||
0354286|02/21/1994|00400||7.5||||
0354287|02/21/1994|00010||6.8||||
0354287|02/21/1994|00094||1333||||
0354287|02/21/1994|00300||11.9||||
0354287|02/21/1994|00400||7.5||||
0354288|02/21/1994|00010||6.8||||
0354288|02/21/1994|00094||1333||||
0354288|02/21/1994|00300||11.8||||
0354288|02/21/1994|00400||7.5||||
0354289|02/21/1994|00010||6.7||||
0354289|02/21/1994|00094||1335||||
0354289|02/21/1994|00300||11.7||||
0354289|02/21/1994|00400||7.5||||
0354290|02/21/1994|00010||6.7||||
0354290|02/21/1994|00094||1338||||
0354290|02/21/1994|00300||11.7||||
0354290|02/21/1994|00400||7.5||||
0354291|02/21/1994|00010||6.7||||
0354291|02/21/1994|00094||1338||||
0354291|02/21/1994|00300||11.7||||
0354291|02/21/1994|00400||7.5||||
0354292|02/21/1994|00010||6.7||||
0354292|02/21/1994|00094||1338||||
0354292|02/21/1994|00300||11.7||||
0354292|02/21/1994|00400||7.5||||
0354293|02/21/1994|00010||6.7||||
0354293|02/21/1994|00094||1338||||
0354293|02/21/1994|00300||11.6||||
0354293|02/21/1994|00400||7.5||||
F040266|02/21/1994|00010||7.94||||
F040266|02/21/1994|00078||1.84||||
F040266|02/21/1994|00094||1292||||
F040266|02/21/1994|00300||12.6||||
F040266|02/21/1994|00400||7.57||||
F040266|02/21/1994|72053||2||||
F040267|02/21/1994|00010||8.1||||
F040267|02/21/1994|00078||1.28||||
F040267|02/21/1994|00094||1640||||
F040267|02/21/1994|00300||12.2||||
F040267|02/21/1994|00400||7.6||||
F040267|02/21/1994|72053||2||||
F040268|02/21/1994|00010||8.9||||
F040268|02/21/1994|00078||1.23||||
F040268|02/21/1994|00094||1640||||
F040268|02/21/1994|00300||12.7||||
F040268|02/21/1994|00400||7.7||||
F040268|02/21/1994|72053||2||||
R162227|02/21/1994|00010||6.96||||
R162227|02/21/1994|00078||2||||
R162227|02/21/1994|00094||1333||||
R162227|02/21/1994|00300||12.4||||
R162227|02/21/1994|00400||7.5||||
R162227|02/21/1994|72053||2||||
R162470|02/21/1994|00010||6.96||||
R162470|02/21/1994|00078||2||||
R162470|02/21/1994|00094||1333||||
R162470|02/21/1994|00300||12.4||||
R162470|02/21/1994|00400||7.5||||
R162470|02/21/1994|72053||2||||
0008194|07/13/1994|00900||308||||
0008194|07/13/1994|00915||78.4||||
0008194|07/13/1994|00925||27.6||||
0008194|07/13/1994|01000||8.61||||
0008194|07/13/1994|01005||123||||
0008194|07/13/1994|01025|<|4||||
0008194|07/13/1994|01030|<|3||||
0008194|07/13/1994|01040|<|4||||
0008194|07/13/1994|01046|<|3||||
0008194|07/13/1994|01049|<|1||||
0008194|07/13/1994|01056||2.4||||
0008194|07/13/1994|01060|<|7||||
0008194|07/13/1994|01065|<|9||||
0008194|07/13/1994|01075|<|0.5||||
0008194|07/13/1994|01106|<|34||||
0008194|07/13/1994|01145||10.8||||Y
0008199|07/13/1994|00410||118||||
0008199|07/13/1994|00415||0||||
0008199|07/13/1994|00440||118||||
0008199|07/13/1994|00530||3||||
0008199|07/13/1994|00535||2||||
0008199|07/13/1994|00610||0.04||||
0008199|07/13/1994|00615|<|0.01||||
0008199|07/13/1994|00620||0.04||||
0008199|07/13/1994|00625||0.48||||
0008199|07/13/1994|00630||0.05||||
0008199|07/13/1994|00665||0.03||||
0008199|07/13/1994|00680||4||||
0008199|07/13/1994|00940||176||||
0008199|07/13/1994|00945||174||||
0008199|07/13/1994|00950||0.32||||
0008199|07/13/1994|32211|<|1||||
0008199|07/13/1994|32218||8.89||||
0008199|07/13/1994|70300||672||||
0008199|07/13/1994|70507|<|0.01||||
0008200|07/13/1994|00410||122||||
0008200|07/13/1994|00530||5||||
0008200|07/13/1994|00535||2||||
0008200|07/13/1994|00610||0.04||||
0008200|07/13/1994|00615|<|0.01||||
0008200|07/13/1994|00620||0.03||||
0008200|07/13/1994|00625||0.5||||
0008200|07/13/1994|00630||0.04||||
0008200|07/13/1994|00665||0.03||||
0008200|07/13/1994|00680||1||||
0008200|07/13/1994|00940||164||||
0008200|07/13/1994|00945||161||||
0008200|07/13/1994|32211|<|1||||
0008200|07/13/1994|32218||4||||
0008200|07/13/1994|70300||648||||
0008200|07/13/1994|70507|<|0.01||||
0008201|07/13/1994|00410||100||||
0008201|07/13/1994|00530||9||||
0008201|07/13/1994|00535||3||||
0008201|07/13/1994|00610||0.08||||
0008201|07/13/1994|00615||0.01||||
0008201|07/13/1994|00620||0.04||||
0008201|07/13/1994|00625||0.75||||
0008201|07/13/1994|00630||0.05||||
0008201|07/13/1994|00665||0.06||||
0008201|07/13/1994|00680|<|1||||
0008201|07/13/1994|00940||208||||
0008201|07/13/1994|00945||143||||
0008201|07/13/1994|32211|<|1||||
0008201|07/13/1994|32218||6.39||||
0008201|07/13/1994|70300||660||||
0008201|07/13/1994|70507|<|0.01||||
0008202|07/13/1994|00410||100||||
0008202|07/13/1994|00530||11||||
0008202|07/13/1994|00535||3||||
0008202|07/13/1994|00610||0.06||||
0008202|07/13/1994|00615||0.02||||
0008202|07/13/1994|00620||0.02||||
0008202|07/13/1994|00625||0.7||||
0008202|07/13/1994|00630||0.04||||
0008202|07/13/1994|00665||0.06||||
0008202|07/13/1994|00680|<|1||||
0008202|07/13/1994|00940||286||||
0008202|07/13/1994|00945||188||||
0008202|07/13/1994|32211|<|1||||
0008202|07/13/1994|32218||7.27||||
0008202|07/13/1994|70300||824||||
0008202|07/13/1994|70507|<|0.01||||
0008203|07/13/1994|00561||981||||
0008203|07/13/1994|01003|<|0.05||||Y
0008203|07/13/1994|01008||274.75||||
0008203|07/13/1994|01028||3.26||||
0008203|07/13/1994|01029||55.73||||
0008203|07/13/1994|01043||23.76||||
0008203|07/13/1994|01052|<|0.05||||Y
0008203|07/13/1994|01053||517.85||||
0008203|07/13/1994|01068||39.1||||
0008203|07/13/1994|01078|<|0.01||||Y
0008203|07/13/1994|01093||86.51||||
0008203|07/13/1994|01148|<|0.05||||Y
0008203|07/13/1994|71921|<|0.6||||
0008203|07/13/1994|80256||0||||
0008203|07/13/1994|81373||26.13||||
0008203|07/13/1994|81951||12000||||
0008203|07/13/1994|82008||22.6||||
0008203|07/13/1994|82009||64||||
0008203|07/13/1994|89991||13.4||||
0354145|07/13/1994|00010||27.2||||
0354145|07/13/1994|00094||1162||||
0354145|07/13/1994|00300||6.8||||
0354145|07/13/1994|00400||8.1||||
0354147|07/13/1994|00010||27.1||||
0354147|07/13/1994|00094||1163||||
0354147|07/13/1994|00300||6.5||||
0354147|07/13/1994|00400||8.1||||
0354148|07/13/1994|00010||27||||
0354148|07/13/1994|00094||1162||||
0354148|07/13/1994|00300||5.6||||
0354148|07/13/1994|00400||7.9||||
0354151|07/13/1994|00010||25.5||||
0354151|07/13/1994|00094||1093||||
0354151|07/13/1994|00300||2.7||||
0354151|07/13/1994|00400||7.5||||
0354152|07/13/1994|00010||23.3||||
0354152|07/13/1994|00094||1249||||
0354152|07/13/1994|00300||0.42||||
0354152|07/13/1994|00400||7.3||||
0354153|07/13/1994|00010||21.1||||
0354153|07/13/1994|00094||1254||||
0354153|07/13/1994|00300||0.41||||
0354153|07/13/1994|00400||7.3||||
0354154|07/13/1994|00010||19.6||||
0354154|07/13/1994|00094||1296||||
0354154|07/13/1994|00300||0.35||||
0354154|07/13/1994|00400||7.3||||
0354157|07/13/1994|00010||27.2||||
0354157|07/13/1994|00094||1127||||
0354157|07/13/1994|00300||6.9||||
0354157|07/13/1994|00400||8.1||||
0354158|07/13/1994|00010||27.2||||
0354158|07/13/1994|00094||1130||||
0354158|07/13/1994|00300||6.7||||
0354158|07/13/1994|00400||8.1||||
0354159|07/13/1994|00010||27||||
0354159|07/13/1994|00094||1153||||
0354159|07/13/1994|00300||5.5||||
0354159|07/13/1994|00400||7.9||||
0354160|07/13/1994|00010||26.2||||
0354160|07/13/1994|00094||1106||||
0354160|07/13/1994|00300||3.4||||
0354160|07/13/1994|00400||7.6||||
0354162|07/13/1994|00010||20.2||||
0354162|07/13/1994|00094||1199||||
0354162|07/13/1994|00300||0.43||||
0354162|07/13/1994|00400||7.3||||
0354163|07/13/1994|00010||19.6||||
0354163|07/13/1994|00094||1226||||
0354163|07/13/1994|00300||0.38||||
0354163|07/13/1994|00400||7.3||||
0354166|07/13/1994|00010||26.6||||
0354166|07/13/1994|00094||1191||||
0354166|07/13/1994|00300||6.2||||
0354166|07/13/1994|00400||7.9||||
0354167|07/13/1994|00010||26.7||||
0354167|07/13/1994|00094||1190||||
0354167|07/13/1994|00300||6.1||||
0354167|07/13/1994|00400||7.9||||
0354168|07/13/1994|00010||26.7||||
0354168|07/13/1994|00094||1191||||
0354168|07/13/1994|00300||6.1||||
0354168|07/13/1994|00400||7.9||||
0354169|07/13/1994|00010||26.3||||
0354169|07/13/1994|00094||1122||||
0354169|07/13/1994|00300||5||||
0354169|07/13/1994|00400||7.7||||
0354170|07/13/1994|00010||25.2||||
0354170|07/13/1994|00094||913||||
0354170|07/13/1994|00300||3.8||||
0354170|07/13/1994|00400||7.5||||
0354173|07/13/1994|00010||27.7||||
0354173|07/13/1994|00094||1492||||
0354173|07/13/1994|00300||6.5||||
0354173|07/13/1994|00400||8.1||||
0354174|07/13/1994|00010||27.7||||
0354174|07/13/1994|00094||1492||||
0354174|07/13/1994|00300||6.4||||
0354174|07/13/1994|00400||8.1||||
0354175|07/13/1994|00010||27.7||||
0354175|07/13/1994|00094||1491||||
0354175|07/13/1994|00300||6.4||||
0354175|07/13/1994|00400||8.1||||
0354176|07/13/1994|00010||27.7||||
0354176|07/13/1994|00094||1500||||
0354176|07/13/1994|00300||6.3||||
0354176|07/13/1994|00400||8.1||||
0354177|07/13/1994|00010||27.4||||
0354177|07/13/1994|00094||1500||||
0354177|07/13/1994|00300||5.5||||
0354177|07/13/1994|00400||8||||
0354178|07/13/1994|00010||27||||
0354178|07/13/1994|00094||1500||||
0354178|07/13/1994|00300||3.9||||
0354178|07/13/1994|00400||7.7||||
0354179|07/13/1994|00010||26.1||||
0354179|07/13/1994|00094||1417||||
0354179|07/13/1994|00300||2.9||||
0354179|07/13/1994|00400||7.6||||
