,DeviceID,created,lastEdited,uploaded,pot_img,loc_lat,loc_lon,loc_alt,loc_acc,loc_provider,loc_bearing,notes,Beta_key,Pothole Area (ft^2),Unnamed: 14,From John 8-27-15 from old form,Unnamed: 16,Surveyor,address
235,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438792928.0,,8/5/2015 20:05:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438792928.jpg,41.8184236,-87.61744134,185.0094299,5.0,,,,4e8a359f-fc95-4b3b-beb5-9f2d83eb2fca,0.602,,False,,Ben,332-398 E 42nd St
236,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438792942.0,,8/5/2015 20:05:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438792942.jpg,41.81846178,-87.61743187,185.9324646,5.0,,,,a8ca3a08-6472-4b85-dfba-f881d7c220fa,0.596,,False,,Ben,332-398 E 42nd St
237,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438792987.0,,8/5/2015 20:05:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438792987.jpg,41.81838982,-87.61758249,183.4270325,5.0,,248.90625,,1cb7361a-1579-4360-8997-14a082b2c564,0.769,,False,,Ben,333-399 E 42nd St
238,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438793013.0,,8/5/2015 20:05:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438793012.jpg,41.81844464,-87.61791844,181.6645203,5.0,,,,6a541757-431e-402c-993c-b9f8c0bb9b5e,5.91,,False,,Ben,332-398 E 42nd St
239,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438793031.0,,8/5/2015 20:05:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438793031.jpg,41.81844539,-87.61787058,181.7709637,5.0,,,,6fa9f218-e80c-4815-c579-0c2fdf7375f2,4.095,,False,,Ben,332-398 E 42nd St
240,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438793892.0,,8/5/2015 20:05:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438793892.jpg,41.8145885,-87.61167937,186.51651,5.0,,180.0,,13d0692d-bf0f-43dd-be22-c3558ab2bae5,2.664,,False,,Ben,4400-4414 S St Lawrence Ave
241,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438793924.0,,8/5/2015 20:05:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438793924.jpg,41.81441914,-87.61164065,183.907135,5.0,,,,d2572c07-ce34-44a6-a73a-1670e2258115,0.329,,False,,Ben,4414 S St Lawrence Ave
242,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438793951.0,,8/5/2015 20:05:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438793951.jpg,41.81422024,-87.61169764,184.4551184,5.0,,205.3125,,28bbde98-e4ac-44bd-8870-2525586bf6dc,0.863,,False,,Ben,4422 S St Lawrence Ave
243,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438794983.0,8/5/2015 21:21:00,8/5/2015 20:05:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438794983.jpg,41.81132438,-87.60912037,183.0840759,10.0,,155.390625,,11f3270e-71c4-4ca8-c17b-014827babec9,3.933,,False,,Ben,658 E 46th St
244,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438795013.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438795013.jpg,41.81131214,-87.60902625,183.3601379,5.0,,123.046875,,9a01d7bd-c1c6-4d85-92cb-db976c8609e3,0.295,,False,,Ben,664 E 46th St
245,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438798423.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438798423.jpg,41.80934956,-87.61006828,183.83078,5.0,,149.0625,"NOT A POTHOLE, patched road",5ecdb926-9da7-4968-b0c2-7c13a8c710ad,0.291,,False,,Ben,4705 S Champlain Ave
246,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438798491.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438798491.jpg,41.80890226,-87.61036006,192.2155457,5.0,,196.171875,,76968156-e2f8-489c-96f3-bc74d3572960,0.748,,False,,Ben,4716 S Champlain Ave
247,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438798618.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438798618.jpg,41.80876207,-87.61041622,190.9745178,10.0,,241.171875,,3a0b8832-4372-4d22-c0a3-94b123c3699e,4.679,,False,,Ben,4722 S Champlain Ave
248,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438798646.0,8/5/2015 21:21:00,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438798646.jpg,41.80875855,-87.61032519,191.1393127,5.0,,319.921875,,3fb8b10d-8094-4aa6-bf97-c86f56fe5ff4,0.548,,False,,Ben,4722 S Champlain Ave
249,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438798680.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438798680.jpg,41.80869481,-87.61025679,192.0240173,5.0,,178.59375,,ec6035e9-ee45-4978-83fc-e8b4eb351c76,0.38,,False,,Ben,4724 S Champlain Ave
250,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438798707.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438798707.jpg,41.80862528,-87.61021564,198.57724,5.0,,,,47706e21-4e2d-44f6-8184-319f2bf4157e,0.533,,False,,Ben,4726 S Champlain Ave
251,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438798793.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438798793.jpg,41.80846233,-87.61011204,188.9168396,5.0,,175.4296875,GENERAL ROAD DAMAGE,d68d49cc-440f-42f5-9bc2-ced097e3a8da,null,,False,,Ben,4733 S Champlain Ave
252,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438798821.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438798821.jpg,41.80842659,-87.6101236,186.5454407,5.0,,,GENERAL ROAD DAMAGE,cd82ad8f-ef5e-4754-949c-c0d4741f6ac3,null,,False,,Ben,4733 S Champlain Ave
253,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438798844.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438798844.jpg,41.80837927,-87.61023274,183.4942322,5.0,,,GENERAL ROAD DAMAGE,846482aa-9993-4627-d383-b4ec82837791,null,,False,,Ben,4736 S Champlain Ave
254,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438798872.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438798872.jpg,41.80843824,-87.61028169,183.7399597,5.0,,221.1328125,,d707a1fb-0959-413d-f0e4-5c58072b7c87,1.919,,False,,Ben,4734 S Champlain Ave
255,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438798927.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438798927.jpg,41.80804114,-87.61010542,184.4160461,5.0,,255.234375,Rd,0fcdc410-885e-4fdc-cfda-047d662835d6,null,,False,,Ben,4751 S Champlain Ave
256,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438798946.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438798946.jpg,41.80799827,-87.61008538,189.2256775,5.0,,351.5625,Rd,e9b9d7b5-9cf2-499f-b55f-5f728dd1ba12,null,,False,,Ben,4753 S Champlain Ave
257,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438798990.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438798990.jpg,41.80796499,-87.61008798,185.4859314,5.0,,194.0625,,58d661e5-3825-4d6b-a645-d2c2ea6f4364,0.559,,False,,Ben,4753 S Champlain Ave
258,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438799016.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438799016.jpg,41.80793721,-87.61019041,184.0801697,5.0,,206.71875,GENERAL ROAD DAMAGE,f87ef4d8-7403-4895-b111-79c6cd07c806,null,,False,,Ben,4752 S Champlain Ave
259,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438799064.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438799064.jpg,41.80796751,-87.61014674,186.8811951,5.0,,110.0390625,GENERAL ROAD DAMAGE,822ba7b4-0912-425a-d011-9c4d65d2ff88,null,,False,,Ben,4753 S Champlain Ave
260,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438799350.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438799350.jpg,41.80589965,-87.60813634,180.6555481,5.0,,-1.0,,117a04f1-f4d0-4b35-da36-f09b0d439ead,0.941,,False,,Ben,700-728 E 49th St
261,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438799367.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438799367.jpg,41.80588142,-87.60814891,184.0411613,5.0,,196.5234375,,07bee450-a7ce-4e70-d681-c4375dc5aeaf,0.746,,False,,Ben,700-728 E 49th St
262,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438799384.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438799384.jpg,41.80589517,-87.60815059,184.5083923,5.0,,,,38a54a17-b5ed-4936-9265-609cca2e9f69,1.242,,False,,Ben,700-728 E 49th St
263,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438799695.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438799695.jpg,41.80482287,-87.61127855,182.8677673,10.0,,185.9765625,,e8382efb-2df0-48c5-a8a1-6af3d7eb23e2,0.487,,False,,Ben,4937 S St Lawrence Ave
264,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438799791.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438799791.jpg,41.80420621,-87.61157719,185.1719666,10.0,,229.21875,,cd9e7ec3-fd83-442a-fc07-5aa6c1f640a5,0.489,,False,,Ben,4954 S St Lawrence Ave
265,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438800748.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438800748.jpg,41.80756208,-87.62028993,187.9357605,10.0,,196.875,,4610b359-ab9f-4f78-a34b-24633b1f8b65,0.384,,False,,Ben,212 E 48th St
266,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438800778.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438800778.jpg,41.8076179,-87.62035321,185.2767029,10.0,,,,8a59bd8b-3add-48a0-c6d9-c2089eb7969a,0.478,,False,,Ben,212 E 48th St
267,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438800824.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438800824.jpg,41.80753299,-87.62051473,188.4757996,5.0,,257.34375,,c89f07bd-3aa3-4b58-ee2b-9c0401bb909b,0.674,,False,,Ben,200-298 E 48th St
268,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438800837.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438800837.jpg,41.80748446,-87.62078865,187.6869812,5.0,,,"Rd, GENERAL ROAD DAMAGE",6681070b-e224-4007-fab7-789490425412,null,,False,,Ben,213 E 48th St
269,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438800870.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438800870.jpg,41.80743283,-87.62074909,182.4650574,10.0,,,,8d73ffa9-7e46-43fb-ea68-9b4473398365,0.788,,False,,Ben,213 E 48th St
270,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438800909.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438800909.jpg,41.80746908,-87.62088815,183.2463684,5.0,,157.5,"Rd, GENERAL ROAD DAMAGE",126d4f63-a8c8-46c9-aa6f-d68464f3e658,nul,,False,,Ben,213 E 48th St
271,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438804938.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438804938.jpg,41.79888404,-87.60283998,181.9031677,5.0,,-1.0,,ab7bd45b-ae3f-4cb9-90dd-3a4835ea76e2,0.343,,False,,Ben,5312 S Ingleside Ave
272,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438804969.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438804969.jpg,41.79888404,-87.60283998,181.9031677,5.0,,-1.0,,e42ac250-191a-4090-bb34-c9d2dd3cc30a,0.995,,False,,Ben,5312 S Ingleside Ave
273,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438804979.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438804979.jpg,41.79874867,-87.60275013,180.1681824,5.0,,331.5234375,GENERAL ROAD DAMAGE,95958d43-9f62-4e20-f322-9c3766b6e855,null,,False,,Ben,5219-5299 S Ingleside Ave
274,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438805020.0,,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438805020.jpg,41.79874867,-87.60275013,180.1681824,5.0,,331.5234375,,30ce13d4-a421-4c90-f4b1-90e67d27170f,1.854,,False,,Ben,5219-5299 S Ingleside Ave
275,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438805041.0,8/5/2015 21:22:00,8/5/2015 20:21:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438805041.jpg,41.7983038,-87.60263974,182.0186462,5.0,,,GENERAL ROAD DAMAGE,721f2ff4-ed98-480f-9146-c57dfabc81ef,null,,False,,Ben,5219-5299 S Ingleside Ave
276,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438805057.0,,8/5/2015 20:22:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438805057.jpg,41.7982515,-87.6027171,181.976532,5.0,,202.5,,44e8b020-a664-48da-a961-5c441890476c,1.021,,False,,Ben,5219-5299 S Ingleside Ave
277,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1438805084.0,,8/5/2015 20:22:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1438805084.jpg,41.7981487,-87.60264158,182.7779236,10.0,,-1.0,,18450c40-4162-4514-c9e9-c20864f8123c,,,False,,Ben,5219-5299 S Ingleside Ave
278,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1439217641.0,,8/12/2015 13:15:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1439217641.jpg,41.93941654,-87.82476227,193.4896164,5.0,,264.375,,c34f7e66-6288-472b-91ed-922ce261c296,,,False,,Ben,7919-7931 W School St
279,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1439217663.0,,8/12/2015 13:15:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1439217663.jpg,41.93942496,-87.82482924,193.8578415,5.0,,298.828125,Rd,7c52d6f6-27fe-4b8f-ba23-ba01ac0bdec7,,,False,,Ben,7919-7931 W School St
280,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1439217689.0,,8/12/2015 13:16:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1439217689.jpg,41.9394802,-87.82495597,192.1870651,5.0,,276.6796875,,10d75647-c614-498c-b38d-109f3c1731f8,,,False,,Ben,7916-7930 W School St
281,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1439217893.0,,8/12/2015 13:16:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1439217893.jpg,41.93843988,-87.8250807,191.6698532,5.0,,45.703125,,2597f7e0-b03a-4885-de8f-d670a0b6f324,,,False,,Ben,3227-3229 N Osage Ave
282,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1439218101.0,,8/12/2015 13:16:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1439218101.jpg,41.9382771,-87.82634108,190.9256516,5.0,,33.75,,3ee15038-d018-46b8-b224-00bf8da12d59,,,False,,Ben,3228 N Pacific Ave
283,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1439218136.0,,8/12/2015 13:16:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1439218136.jpg,41.93845605,-87.8263902,193.6328659,5.0,,-1.0,,18c42bd0-3a29-4887-e82b-3c3e796bf817,,,False,,Ben,3228-3230 N Pacific Ave
284,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1439218179.0,,8/12/2015 13:16:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1439218179.jpg,41.93890264,-87.82636648,194.870903,5.0,,350.859375,,6e20e493-5799-4b6c-9e28-e9a923ca37b9,,,False,,Ben,3234 N Pacific Ave
285,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1439218321.0,,8/12/2015 13:16:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1439218321.jpg,41.93942898,-87.82604302,195.0856247,5.0,,74.53125,,f6d99d87-0025-48a8-ccf7-a14104311d2f,,,False,,Ben,7964-7998 W School St
286,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1439218341.0,,8/12/2015 13:16:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1439218341.jpg,41.93943594,-87.82589927,192.7925635,5.0,,76.2890625,,0349a3fb-faac-4808-c1e5-59934ed41abd,,,False,,Ben,7964-7998 W School St
287,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1439218364.0,,8/12/2015 13:16:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1439218364.jpg,41.93944629,-87.82564673,194.0284562,5.0,,82.6171875,,ce379293-d7f6-4320-a57a-21eaf383ca8d,,,False,,Ben,7932-7962 W School St
288,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1439219964.0,,8/12/2015 13:16:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1439219964.jpg,41.93932191,-87.83006039,193.4702072,10.0,,-1.0,,f40ad5fc-0cb9-4769-cfd8-636cd4ac8a0f,,,False,,Ben,3249 N Paris Ave
289,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1439220095.0,,8/12/2015 13:16:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1439220095.jpg,41.93837207,-87.82998461,192.4482956,10.0,,296.71875,,60c11e86-c3b7-4d71-cba1-d684a0ff96df,,,False,,Ben,3231-3235 N Paris Ave
290,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1439220121.0,,8/12/2015 13:16:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1439220121.jpg,41.93830518,-87.82999593,194.7026901,5.0,,202.1484375,,2d809cb4-424e-4534-8420-943e2bc86232,,,False,,Ben,3231-3235 N Paris Ave
291,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1439220807.0,,8/12/2015 13:16:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1439220807.jpg,41.93938582,-87.83358363,193.6583786,5.0,,99.140625,,ec5e9af6-9561-4bf0-b8fd-408750a591b9,,,False,,Ben,3301 N Plainfield Ave
292,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1439221975.0,,8/12/2015 13:16:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1439221975.jpg,41.94471897,-87.83395973,191.1284714,5.0,,162.421875,,aa558c09-2c2d-4295-812c-5ccdcfaf8f14,,,False,,Ben,3576-3598 N Plainfield Ave
293,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1439222073.0,,8/12/2015 13:16:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1439222073.jpg,41.94382689,-87.83388924,196.7625031,5.0,,151.5234375,,f4dfbd87-0c34-4af8-98df-7b57cc20f581,,,False,,Ben,3530 N Plainfield Ave
294,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1439222159.0,,8/12/2015 13:16:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1439222159.jpg,41.94306116,-87.83376183,195.0248337,5.0,,249.2578125,,7e7a8245-5404-4ade-ef2d-d7d208887fdf,,,False,,Ben,3503 N Plainfield Ave
295,569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73,1439222802.0,,8/12/2015 13:16:00,http://plus.epicollect.net//RDCEP_Urban_Research_2015/Potholes/__getImage?img=Potholes_pot_img_569DBFB5-C6BE-4DBD-8377-02E8DCAFFB73_1439222802.jpg,41.94404544,-87.83033255,196.7782516,5.0,,349.8046875,,2aeb6829-4cd8-4eff-9732-8c9f119f0f83,,,False,,Ben,3536 N Paris Ave
