Z240433|01/06/1975|00010||16.9||||
Z240433|01/06/1975|00011||62.5||||
Z240433|01/06/1975|00095||33000||||
Z240433|01/06/1975|00300||8.5||||
Z240433|01/06/1975|00310||3||||
Z240433|01/06/1975|00403||8||||
Z240433|01/06/1975|00480||20||||
Z240433|01/06/1975|00500||82||||
Z240433|01/06/1975|00505||20||||
Z240433|01/06/1975|00610||1||||
Z240433|01/06/1975|00615||0.01||||
Z240433|01/06/1975|00620||0.01||||
Z240433|01/06/1975|00630||0.02||||
Z240433|01/06/1975|00660||0.23||||
Z240433|01/06/1975|00671||0.075||||
Z240433|01/06/1975|31501||170||||
Z240433|01/06/1975|31616||170||||
Z239063|01/14/1975|00010||10.5||||
Z239063|01/14/1975|00011||50.9||||
Z239063|01/14/1975|00070||108||||
Z239063|01/14/1975|00077||6||||
Z239063|01/14/1975|00094||3000||||
Z239063|01/14/1975|00095||3801||||
Z239063|01/14/1975|00300||9.7||||
Z239063|01/14/1975|00400||7.1||||
Z239063|01/14/1975|00403||7.1||||
Z239063|01/14/1975|00410||25||||
Z239063|01/14/1975|00530||94||||
Z239063|01/14/1975|00535||15||||
Z239063|01/14/1975|00610||0.1||||
Z239063|01/14/1975|00620||0.02||||
Z239063|01/14/1975|00650||0.26||||
Z239063|01/14/1975|00660||0.21||||
Z239063|01/14/1975|00665||0.085||||
Z239063|01/14/1975|00680||17||||
Z239063|01/14/1975|00940||1000||||
Z239063|01/14/1975|00945||157||||
Z239063|01/14/1975|31501||230||||
Z239063|01/14/1975|31616||230||||
Z239063|01/14/1975|32211||4||||
Z239063|01/14/1975|70507||0.069||||
Z239064|01/14/1975|00010||10.5||||
Z239064|01/14/1975|00011||50.9||||
Z239064|01/14/1975|00094||3500||||
Z239064|01/14/1975|00300||9.7||||
Z239064|01/14/1975|00400||7.1||||
Z239065|01/14/1975|00010||10.5||||
Z239065|01/14/1975|00011||50.9||||
Z239065|01/14/1975|00094||4000||||
Z239065|01/14/1975|00300||9.8||||
Z239065|01/14/1975|00400||7.1||||
Z239066|01/14/1975|00010||11||||
Z239066|01/14/1975|00011||51.8||||
Z239066|01/14/1975|00094||10200||||
Z239066|01/14/1975|00300||9.6||||
Z239066|01/14/1975|00400||7.5||||
Z239067|01/14/1975|00010||11.5||||
Z239067|01/14/1975|00011||52.7||||
Z239067|01/14/1975|00094||11000||||
Z239067|01/14/1975|00300||9.2||||
Z239067|01/14/1975|00400||7.4||||
Z239068|01/14/1975|00010||12.5||||
Z239068|01/14/1975|00011||54.5||||
Z239068|01/14/1975|00094||15800||||
Z239068|01/14/1975|00300||8.4||||
