Z239907|01/23/1973|00010||11.1||||
Z239907|01/23/1973|00011||52||||
Z239907|01/23/1973|00070||110||||
Z239907|01/23/1973|00095||65072||||
Z239907|01/23/1973|00300||7.7||||
Z239907|01/23/1973|00310||1||||
Z239907|01/23/1973|00400||8.6||||
Z239907|01/23/1973|00403||7.9||||
Z239907|01/23/1973|00530||129||||
Z239907|01/23/1973|00535||12||||
Z239907|01/23/1973|00610||0.1||||
Z239907|01/23/1973|00620||0.03||||
Z239907|01/23/1973|00650||0.26||||
Z239907|01/23/1973|00665||0.085||||
Z239907|01/23/1973|00940||16900||||
Z239907|01/23/1973|00945||2910||||
Z239907|01/23/1973|31505||10||||
Z239907|01/23/1973|31619||10||||
Z239907|01/23/1973|32211||18||||
Z238956|01/30/1973|00010||8.9||||
Z238956|01/30/1973|00011||48||||
Z238956|01/30/1973|00070||50||||
Z238956|01/30/1973|00094||7500||||
Z238956|01/30/1973|00095||19264||||
Z238956|01/30/1973|00300||10||||
Z238956|01/30/1973|00310||1||||
Z238956|01/30/1973|00400||8||||
Z238956|01/30/1973|00403||7.6||||
Z238956|01/30/1973|00530||84||||
Z238956|01/30/1973|00535||10||||
Z238956|01/30/1973|00610||0.3||||
Z238956|01/30/1973|00620||0.19||||
Z238956|01/30/1973|00650||0.22||||
Z238956|01/30/1973|00665||0.072||||
Z238956|01/30/1973|00940||5060||||
Z238956|01/30/1973|00941||5150||||
Z238956|01/30/1973|00945||660||||
Z238956|01/30/1973|31505||3700||||
Z238956|01/30/1973|31619||290||||
Z238956|01/30/1973|32211||11||||
Z238957|01/30/1973|00010||8.9||||
Z238957|01/30/1973|00011||48||||
Z238957|01/30/1973|00094||8000||||
Z238957|01/30/1973|00300||10||||
Z238958|01/30/1973|00010||8.9||||
Z238958|01/30/1973|00011||48||||
Z238958|01/30/1973|00094||8250||||
Z238958|01/30/1973|00300||9.5||||
Z238959|01/30/1973|00010||8.9||||
Z238959|01/30/1973|00011||48||||
Z238959|01/30/1973|00094||9000||||
Z238959|01/30/1973|00300||9.5||||
Z238960|01/30/1973|00010||8.9||||
Z238960|01/30/1973|00011||48||||
Z238960|01/30/1973|00094||13600||||
Z238960|01/30/1973|00300||9.5||||
Z238961|01/30/1973|00010||10||||
Z238961|01/30/1973|00011||50||||
Z238961|01/30/1973|00094||15000||||
Z238961|01/30/1973|00300||9||||
0238963|02/14/1973|00094||4500||||
0238964|02/14/1973|00094||4800||||
0238965|02/14/1973|00094||5500||||
0238966|02/14/1973|00094||7000||||
0238967|02/14/1973|00094||7300||||
0238968|02/14/1973|00094||7600||||
Z238962|02/14/1973|00010||11.1||||
Z238962|02/14/1973|00011||52||||
Z238962|02/14/1973|00070||65||||
Z238962|02/14/1973|00094||4500||||
Z238962|02/14/1973|00095||9632||||
