
Search Parameters:State in (AS)	
Data Group	Sampling Year	Station Name	Sampling Collection Date	Latitude Decimal Degrees	Longitude Decimal Degrees	Water Column Sampled	Water Measurement Name	Value	Units	Detection Limit Concentration	Collection Depth	Depth Units	Collection Property	Method Used	QA Code	
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0009	12-APR-2004	-14.363	-170.751	Mid-water8	Ambient photosynthetically active radiation	586.5	µE/m2/s		20.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0009	12-APR-2004	-14.363	-170.751	Mid-water8	Dissolved oxygen	3.45	mg/L		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0009	12-APR-2004	-14.363	-170.751	Mid-water8	Salinity	35.8	ppt		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0009	12-APR-2004	-14.363	-170.751	Mid-water8	Temperature	29.5	deg C		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0009	12-APR-2004	-14.363	-170.751	Mid-water8	Water column photosynthetically active radiation	131.0	µE/m2/s		20.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0009	12-APR-2004	-14.363	-170.751	Mid-water8	pH	7.9	pH units		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0009	12-APR-2004	-14.363	-170.751	Surface	Ambient photosynthetically active radiation	564.0	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0009	12-APR-2004	-14.363	-170.751	Surface	Dissolved oxygen	3.45	mg/L		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0009	12-APR-2004	-14.363	-170.751	Surface	Salinity	35.8	ppt		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0009	12-APR-2004	-14.363	-170.751	Surface	Temperature	29.55	deg C		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0009	12-APR-2004	-14.363	-170.751	Surface	Water column photosynthetically active radiation	430.5	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0009	12-APR-2004	-14.363	-170.751	Surface	pH	7.95	pH units		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Bottom	Ambient photosynthetically active radiation	794.0	µE/m2/s		25.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Bottom	Dissolved oxygen	2.8	mg/L		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Bottom	Salinity	35.9	ppt		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Bottom	Temperature	29.5	deg C		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Bottom	Water column photosynthetically active radiation	77.5	µE/m2/s		25.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Bottom	pH	8.1	pH units		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water1	Ambient photosynthetically active radiation	1081.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water1	Dissolved oxygen	2.9	mg/L		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water1	Salinity	35.55	ppt		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water1	Secchi depth	15.0	m		15.0	m		Secchi disk		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water1	Temperature	29.6	deg C		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water1	Water column photosynthetically active radiation	687.0	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water1	pH	8.05	pH units		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water2	Ambient photosynthetically active radiation	606.0	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water2	Dissolved oxygen	2.85	mg/L		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water2	Salinity	35.7	ppt		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water2	Temperature	29.6	deg C		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water2	Water column photosynthetically active radiation	285.0	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water2	pH	8.05	pH units		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water3	Ambient photosynthetically active radiation	577.0	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water3	Dissolved oxygen	2.85	mg/L		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water3	Salinity	35.8	ppt		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water3	Temperature	29.6	deg C		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water3	Water column photosynthetically active radiation	258.5	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water3	pH	8.1	pH units		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water4	Ambient photosynthetically active radiation	553.5	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water4	Dissolved oxygen	2.85	mg/L		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water4	Salinity	35.8	ppt		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water4	Temperature	29.6	deg C		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water4	Water column photosynthetically active radiation	233.0	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water4	pH	8.1	pH units		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water5	Ambient photosynthetically active radiation	556.5	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water5	Dissolved oxygen	2.85	mg/L		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water5	Salinity	35.8	ppt		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water5	Temperature	29.6	deg C		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water5	Water column photosynthetically active radiation	219.0	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water5	pH	8.1	pH units		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water6	Ambient photosynthetically active radiation	562.0	µE/m2/s		10.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water6	Dissolved oxygen	2.8	mg/L		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water6	Salinity	35.8	ppt		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water6	Temperature	29.6	deg C		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water6	Water column photosynthetically active radiation	156.0	µE/m2/s		10.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water6	pH	8.1	pH units		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water7	Ambient photosynthetically active radiation	617.0	µE/m2/s		15.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water7	Dissolved oxygen	2.8	mg/L		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water7	Salinity	35.8	ppt		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water7	Temperature	29.6	deg C		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water7	Water column photosynthetically active radiation	122.5	µE/m2/s		15.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water7	pH	8.1	pH units		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water8	Ambient photosynthetically active radiation	777.0	µE/m2/s		20.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water8	Dissolved oxygen	2.8	mg/L		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water8	Salinity	35.8	ppt		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water8	Temperature	29.6	deg C		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water8	Water column photosynthetically active radiation	128.0	µE/m2/s		20.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Mid-water8	pH	8.1	pH units		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Surface	Ambient photosynthetically active radiation	1230.0	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Surface	Dissolved oxygen	3.05	mg/L		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Surface	Salinity	35.5	ppt		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Surface	Temperature	29.65	deg C		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Surface	Water column photosynthetically active radiation	915.0	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0010	12-APR-2004	-14.343	-170.796	Surface	pH	8.0	pH units		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Bottom	Ambient photosynthetically active radiation	1423.5	µE/m2/s		25.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Bottom	Dissolved oxygen	6.5	mg/L		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Bottom	Salinity	36.0	ppt		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Bottom	Temperature	29.6	deg C		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Bottom	Water column photosynthetically active radiation	183.0	µE/m2/s		25.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Bottom	pH	8.0	pH units		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water1	Ambient photosynthetically active radiation	1288.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water1	Dissolved oxygen	6.6	mg/L		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water1	Salinity	35.95	ppt		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water1	Secchi depth	15.0	m		15.0	m		Secchi disk		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water1	Temperature	29.8	deg C		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water1	Water column photosynthetically active radiation	535.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water1	pH	8.0	pH units		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water2	Ambient photosynthetically active radiation	1317.0	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water2	Dissolved oxygen	6.6	mg/L		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water2	Salinity	35.95	ppt		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water2	Temperature	29.8	deg C		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water2	Water column photosynthetically active radiation	654.5	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water2	pH	8.05	pH units		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water3	Ambient photosynthetically active radiation	1367.5	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water3	Dissolved oxygen	6.55	mg/L		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water3	Salinity	35.95	ppt		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water3	Temperature	29.8	deg C		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water3	Water column photosynthetically active radiation	529.5	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water3	pH	8.05	pH units		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water4	Ambient photosynthetically active radiation	1414.5	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water4	Dissolved oxygen	6.55	mg/L		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water4	Salinity	36.0	ppt		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water4	Temperature	29.8	deg C		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water4	Water column photosynthetically active radiation	647.5	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water4	pH	8.05	pH units		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water5	Ambient photosynthetically active radiation	1385.5	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water5	Dissolved oxygen	6.55	mg/L		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water5	Salinity	36.0	ppt		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water5	Temperature	29.8	deg C		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water5	Water column photosynthetically active radiation	609.0	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water5	pH	8.05	pH units		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water6	Ambient photosynthetically active radiation	1397.0	µE/m2/s		10.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water6	Dissolved oxygen	6.55	mg/L		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water6	Salinity	36.0	ppt		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water6	Temperature	29.8	deg C		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water6	Water column photosynthetically active radiation	415.5	µE/m2/s		10.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water6	pH	8.05	pH units		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water7	Ambient photosynthetically active radiation	1436.0	µE/m2/s		15.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water7	Dissolved oxygen	6.55	mg/L		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water7	Salinity	36.0	ppt		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water7	Temperature	29.8	deg C		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water7	Water column photosynthetically active radiation	292.5	µE/m2/s		15.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water7	pH	8.05	pH units		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water8	Ambient photosynthetically active radiation	1456.0	µE/m2/s		20.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water8	Dissolved oxygen	6.5	mg/L		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water8	Salinity	36.0	ppt		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water8	Temperature	29.7	deg C		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water8	Water column photosynthetically active radiation	252.0	µE/m2/s		20.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Mid-water8	pH	8.0	pH units		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Surface	Ambient photosynthetically active radiation	1356.5	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Surface	Dissolved oxygen	6.6	mg/L		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Surface	Salinity	35.95	ppt		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Surface	Temperature	29.8	deg C		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Surface	Water column photosynthetically active radiation	1146.0	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0011	15-APR-2004	-14.318	-170.846	Surface	pH	8.0	pH units		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Bottom	Ambient photosynthetically active radiation	1156.0	µE/m2/s		25.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Bottom	Dissolved oxygen	6.6	mg/L		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Bottom	Salinity	36.05	ppt		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Bottom	Temperature	29.6	deg C		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Bottom	Water column photosynthetically active radiation	101.0	µE/m2/s		25.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0012	15-APR-2004	-14.315	-170.841	Bottom	pH	8.1	pH units		25.0	m		Hydrolab/YSI		
