
Search Parameters:State in (AS)	
Data Group	Sampling Year	Station Name	Sampling Collection Date	Latitude Decimal Degrees	Longitude Decimal Degrees	Water Column Sampled	Water Measurement Name	Value	Units	Detection Limit Concentration	Collection Depth	Depth Units	Collection Property	Method Used	QA Code	
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water2	Salinity	35.445	ppt		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water2	Temperature	27.905	deg C		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water2	Water column photosynthetically active radiation	1117.0	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water2	pH	8.05	pH units		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water3	Ambient photosynthetically active radiation	1407.0	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water3	Dissolved oxygen	7.175	mg/L		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water3	Salinity	35.45	ppt		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water3	Temperature	27.905	deg C		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water3	Water column photosynthetically active radiation	918.0	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water3	pH	8.05	pH units		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water4	Ambient photosynthetically active radiation	1408.5	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water4	Dissolved oxygen	7.15	mg/L		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water4	Salinity	35.455	ppt		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water4	Temperature	27.9	deg C		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water4	Water column photosynthetically active radiation	731.5	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water4	pH	8.055	pH units		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water5	Ambient photosynthetically active radiation	1341.5	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water5	Dissolved oxygen	7.02	mg/L		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water5	Salinity	35.465	ppt		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water5	Temperature	27.88	deg C		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water5	Water column photosynthetically active radiation	668.5	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Mid-water5	pH	8.055	pH units		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Surface	Ambient photosynthetically active radiation	1376.5	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Surface	Dissolved oxygen	7.345	mg/L		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Surface	Salinity	35.425	ppt		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Surface	Temperature	27.93	deg C		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Surface	Water column photosynthetically active radiation	995.0	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0039	19-AUG-2004	-14.243	-169.419	Surface	pH	8.05	pH units		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Bottom	Ambient photosynthetically active radiation	1697.0	µE/m2/s		8.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Bottom	Dissolved oxygen	7.215	mg/L		8.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Bottom	Salinity	35.49	ppt		8.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Bottom	Temperature	27.915	deg C		8.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Bottom	Water column photosynthetically active radiation	520.5	µE/m2/s		8.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Bottom	pH	8.13	pH units		8.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water1	Ambient photosynthetically active radiation	1627.0	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water1	Dissolved oxygen	7.295	mg/L		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water1	Salinity	35.465	ppt		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water1	Secchi depth	30.0	m		30.0	m		Secchi disk		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water1	Temperature	27.91	deg C		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water1	Water column photosynthetically active radiation	1107.0	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water1	pH	8.15	pH units		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water2	Ambient photosynthetically active radiation	1726.5	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water2	Dissolved oxygen	7.275	mg/L		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water2	Salinity	35.47	ppt		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water2	Temperature	27.95	deg C		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water2	Water column photosynthetically active radiation	1018.5	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water2	pH	8.145	pH units		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water3	Ambient photosynthetically active radiation	1573.0	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water3	Dissolved oxygen	7.26	mg/L		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water3	Salinity	35.475	ppt		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water3	Temperature	27.955	deg C		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water3	Water column photosynthetically active radiation	981.5	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water3	pH	8.14	pH units		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water4	Ambient photosynthetically active radiation	1683.0	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water4	Dissolved oxygen	7.25	mg/L		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water4	Salinity	35.475	ppt		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water4	Temperature	27.95	deg C		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water4	Water column photosynthetically active radiation	757.5	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water4	pH	8.14	pH units		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water5	Ambient photosynthetically active radiation	1697.5	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water5	Dissolved oxygen	7.225	mg/L		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water5	Salinity	35.485	ppt		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water5	Temperature	27.93	deg C		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water5	Water column photosynthetically active radiation	791.0	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Mid-water5	pH	8.135	pH units		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Surface	Ambient photosynthetically active radiation	1470.0	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Surface	Dissolved oxygen	7.32	mg/L		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Surface	Salinity	35.455	ppt		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Surface	Temperature	28.005	deg C		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Surface	Water column photosynthetically active radiation	1238.5	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0040	19-AUG-2004	-14.246	-169.419	Surface	pH	8.16	pH units		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Bottom	Ambient photosynthetically active radiation	665.5	µE/m2/s		11.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Bottom	Salinity	36.25	ppt		11.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Bottom	Temperature	27.71	deg C		11.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Bottom	Water column photosynthetically active radiation	222.0	µE/m2/s		11.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Bottom	pH	8.09	pH units		11.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water1	Ambient photosynthetically active radiation	539.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water1	Salinity	36.125	ppt		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water1	Secchi depth	11.0	m		11.0	m		Secchi disk		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water1	Temperature	27.635	deg C		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water1	Water column photosynthetically active radiation	340.0	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water1	pH	8.07	pH units		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water2	Ambient photosynthetically active radiation	518.0	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water2	Salinity	36.15	ppt		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water2	Temperature	27.635	deg C		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water2	Water column photosynthetically active radiation	332.0	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water2	pH	8.07	pH units		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water3	Ambient photosynthetically active radiation	563.5	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water3	Salinity	36.165	ppt		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water3	Temperature	27.645	deg C		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water3	Water column photosynthetically active radiation	288.5	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water3	pH	8.07	pH units		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water4	Ambient photosynthetically active radiation	565.5	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water4	Salinity	36.19	ppt		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water4	Temperature	27.65	deg C		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water4	Water column photosynthetically active radiation	249.0	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water4	pH	8.075	pH units		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water5	Ambient photosynthetically active radiation	913.5	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water5	Salinity	36.18	ppt		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water5	Temperature	27.665	deg C		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water5	Water column photosynthetically active radiation	419.0	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water5	pH	8.075	pH units		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water6	Ambient photosynthetically active radiation	625.5	µE/m2/s		10.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water6	Salinity	36.245	ppt		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water6	Temperature	27.71	deg C		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water6	Water column photosynthetically active radiation	200.0	µE/m2/s		10.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Mid-water6	pH	8.085	pH units		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Surface	Ambient photosynthetically active radiation	535.5	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Surface	Salinity	36.095	ppt		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Surface	Temperature	27.625	deg C		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Surface	Water column photosynthetically active radiation	481.5	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0042	23-AUG-2004	-14.257	-169.435	Surface	pH	8.065	pH units		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Bottom	Ambient photosynthetically active radiation	246.0	µE/m2/s		10.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Bottom	Dissolved oxygen	6.66	mg/L		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Bottom	Salinity	35.995	ppt		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Bottom	Temperature	27.825	deg C		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Bottom	Water column photosynthetically active radiation	104.0	µE/m2/s		10.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Bottom	pH	8.19	pH units		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water1	Ambient photosynthetically active radiation	743.0	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water1	Dissolved oxygen	6.65	mg/L		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water1	Salinity	35.91	ppt		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water1	Secchi depth	10.0	m		10.0	m		Secchi disk		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water1	Temperature	27.79	deg C		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water1	Water column photosynthetically active radiation	514.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water1	pH	8.18	pH units		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water2	Ambient photosynthetically active radiation	745.5	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water2	Dissolved oxygen	6.64	mg/L		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water2	Salinity	35.925	ppt		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water2	Temperature	27.81	deg C		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water2	Water column photosynthetically active radiation	584.0	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water2	pH	8.185	pH units		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water3	Ambient photosynthetically active radiation	714.0	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water3	Dissolved oxygen	6.63	mg/L		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water3	Salinity	35.965	ppt		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water3	Temperature	27.81	deg C		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water3	Water column photosynthetically active radiation	407.0	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water3	pH	8.185	pH units		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0043	22-AUG-2004	-14.256	-169.439	Mid-water4	Ambient photosynthetically active radiation	367.0	µE/m2/s		4.0	m		Licor 2pi Sensor		
