0053759|02/13/2006|00410||204||||
0053759|02/13/2006|00530||8||||
0053759|02/13/2006|00535|<|4||||
0053759|02/13/2006|00610|<|0.05||||
0053759|02/13/2006|00630|<|0.04||||
0053759|02/13/2006|00665|<|0.06||||
0053759|02/13/2006|00680||5||||
0053759|02/13/2006|00940||14||||
0053759|02/13/2006|00945||11||||
0053759|02/13/2006|00951||1.6||||
0053759|02/13/2006|32211||12.1||||
0053759|02/13/2006|32218|<|5||||
0053759|02/13/2006|70300||256||||
0053759|02/13/2006|70507|<|0.04||||
2869352|02/13/2006|00010||3.7||||
2869352|02/13/2006|00094||420||||
2869352|02/13/2006|00300||11.7||||
2869352|02/13/2006|00400||7.8||||
2869353|02/13/2006|00010||3.8||||
2869353|02/13/2006|00094||420||||
2869353|02/13/2006|00300||11.6||||
2869353|02/13/2006|00400||7.9||||
R233670|02/13/2006|00010||3.7||||
R233670|02/13/2006|00078||0.7||||
R233670|02/13/2006|00094||419||||
R233670|02/13/2006|00300||11.8||||
R233670|02/13/2006|00400||7.5||||
R233670|02/13/2006|31699|<|1||||
R233670|02/13/2006|72053|>|7||||
R233670|02/13/2006|82903||3.5||||
RR11609|03/22/2006|00010||5.3||||
RR11609|03/22/2006|00021||31||||
RR11609|03/22/2006|00094||1300||||
RR11609|03/22/2006|00300||12||||
RR11609|03/22/2006|00335||19||||
RR11609|03/22/2006|00400||8.2||||
RR11609|03/22/2006|00410||266||||
RR11609|03/22/2006|00530|<|4||||
RR11609|03/22/2006|00535|<|4||||
RR11609|03/22/2006|00610||0.05||||
RR11609|03/22/2006|00630||0.27||||
RR11609|03/22/2006|00665||0.09||||
RR11609|03/22/2006|00671||0.07||||
RR11609|03/22/2006|00680||10.6||||
RR11609|03/22/2006|00915||119||||
RR11609|03/22/2006|00940||227||||
RR11609|03/22/2006|00945||81||||
RR11609|03/22/2006|01351||5||||
RR11609|03/22/2006|20424||1||||
RR11609|03/22/2006|31699||180||||
RR11609|03/22/2006|32211|<|5||||
RR11609|03/22/2006|32218|<|3||||
RR11609|03/22/2006|70300||667||||
RR11609|03/22/2006|72053|<|4||||
RR11609|03/22/2006|82079||3.1||||
RR11609|03/22/2006|89835||1||||
RR11609|03/22/2006|89965||2||||
RR11609|03/22/2006|89966||3||||
RR11609|03/22/2006|89969||5||||
RR11609|03/22/2006|89971||6||||
RR11610|03/22/2006|00021||31||||
RR11610|03/22/2006|00061||1.9||||
RR11610|03/22/2006|01351||3||||
RR11610|03/22/2006|20424||3||||
RR11610|03/22/2006|72053|<|4||||
RR11610|03/22/2006|89835||1||||
RR11610|03/22/2006|89965||2||||
RR11610|03/22/2006|89966||3||||
0053786|05/31/2006|00410||202||||
0053786|05/31/2006|00530||16||||
0053786|05/31/2006|00535||4||||
0053786|05/31/2006|00610|<|0.05||||
0053786|05/31/2006|00625||0.82||||
0053786|05/31/2006|00630|<|0.04||||
0053786|05/31/2006|00665||0.1||||
0053786|05/31/2006|00671|<|0.04||||
0053786|05/31/2006|00680||5||||
0053786|05/31/2006|00940||15||||
0053786|05/31/2006|00945||11||||
0053786|05/31/2006|00951||1.9||||
0053786|05/31/2006|70300||302||||
0053786|05/31/2006|70953||18.3||||
2869842|05/31/2006|00010||23.7||||
2869842|05/31/2006|00094||455||||
2869842|05/31/2006|00300||5.7||||
2869842|05/31/2006|00400||8.1||||
2869843|05/31/2006|00010||23.4||||
2869843|05/31/2006|00094||458||||
2869843|05/31/2006|00300||4.6||||
2869843|05/31/2006|00400||8||||
R233937|05/31/2006|00010||25.1||||
R233937|05/31/2006|00078||0.5||||
R233937|05/31/2006|00094||456||||
R233937|05/31/2006|00300||6.4||||
R233937|05/31/2006|00400||8.1||||
R233937|05/31/2006|31699|<|1||||
R233937|05/31/2006|72053||1||||
R233937|05/31/2006|82903||3.47||||
RR11620|06/21/2006|00010||23.3||||
RR11620|06/21/2006|00021||83||||
RR11620|06/21/2006|00061||0||||Y
RR11620|06/21/2006|00094||1240||||
RR11620|06/21/2006|00300||7.1||||
RR11620|06/21/2006|00335||15||||
RR11620|06/21/2006|00400||7.8||||
RR11620|06/21/2006|00410||234||||
RR11620|06/21/2006|00530|<|4||||
RR11620|06/21/2006|00535|<|4||||
RR11620|06/21/2006|00610|<|0.02||||
RR11620|06/21/2006|00630||0.21||||
RR11620|06/21/2006|00665||0.06||||
RR11620|06/21/2006|00671|<|0.04||||
RR11620|06/21/2006|00680||8.35||||
RR11620|06/21/2006|00915||89||||
RR11620|06/21/2006|00940||212||||
RR11620|06/21/2006|00945||74.6||||
RR11620|06/21/2006|01351||1||||
RR11620|06/21/2006|20424||1||||
RR11620|06/21/2006|31699||120||||
RR11620|06/21/2006|32211|<|5||||
RR11620|06/21/2006|32218|<|3||||
RR11620|06/21/2006|70300||723||||
RR11620|06/21/2006|72053|>|7||||
RR11620|06/21/2006|82079||0.6||||
RR11620|06/21/2006|89965||3||||
RR11620|06/21/2006|89966||2||||
RR11620|06/21/2006|89969||5||||
RR11620|06/21/2006|89971||6||||
RR11621|06/21/2006|00010||23.7||||
RR11621|06/21/2006|00021||85||||
RR11621|06/21/2006|00061||0.6||||
RR11621|06/21/2006|00094||833||||
RR11621|06/21/2006|00300||3.1||||
