0028266|01/06/2000|00410||47||||
0028266|01/06/2000|00530||9||||
0028266|01/06/2000|00535||3||||
0028266|01/06/2000|00593||0.12||||
0028266|01/06/2000|00610||0.08||||
0028266|01/06/2000|00625||0.52||||
0028266|01/06/2000|00665|<|0.05||||
0028266|01/06/2000|00680||5||||
0028266|01/06/2000|00940||7||||
0028266|01/06/2000|00945||18||||
0028266|01/06/2000|32211||2.49||||
0028266|01/06/2000|32218||10.4||||
0028266|01/06/2000|70300||95||||
0028266|01/06/2000|70507|<|0.06||||
0028267|01/06/2000|00410||46||||
0028267|01/06/2000|00530||16||||
0028267|01/06/2000|00535||5||||
0028267|01/06/2000|00593||0.2||||
0028267|01/06/2000|00610||0.07||||
0028267|01/06/2000|00625||0.6||||
0028267|01/06/2000|00665||0.06||||
0028267|01/06/2000|00680||6||||
0028267|01/06/2000|00940||7||||
0028267|01/06/2000|00945||16||||
0028267|01/06/2000|32211||4.81||||
0028267|01/06/2000|32218||14.8||||
0028267|01/06/2000|70300||98||||
0028267|01/06/2000|70507|<|0.06||||
1368555|01/06/2000|00010||9.6||||
1368555|01/06/2000|00094||135||||
1368555|01/06/2000|00300||10.7||||
1368555|01/06/2000|00400||7||||
1368556|01/06/2000|00010||9.2||||
1368556|01/06/2000|00094||135||||
1368556|01/06/2000|00300||10.4||||
1368556|01/06/2000|00400||7.1||||
1368557|01/06/2000|00010||9.2||||
1368557|01/06/2000|00094||136||||
1368557|01/06/2000|00300||10.4||||
1368557|01/06/2000|00400||7.2||||
1368558|01/06/2000|00010||9.2||||
1368558|01/06/2000|00094||136||||
1368558|01/06/2000|00300||10.3||||
1368558|01/06/2000|00400||7.2||||
1368559|01/06/2000|00010||9.2||||
1368559|01/06/2000|00094||137||||
1368559|01/06/2000|00300||10.2||||
1368559|01/06/2000|00400||7.2||||
1368560|01/06/2000|00010||9.1||||
1368560|01/06/2000|00094||136||||
1368560|01/06/2000|00300||10.2||||
1368560|01/06/2000|00400||7.3||||
1368561|01/06/2000|00010||9.1||||
1368561|01/06/2000|00094||135||||
1368561|01/06/2000|00300||10.2||||
1368561|01/06/2000|00400||7.3||||
R186238|01/06/2000|00010||9.6||||
R186238|01/06/2000|00078||0.51||||
R186238|01/06/2000|00094||135||||
R186238|01/06/2000|00300||10.9||||
R186238|01/06/2000|00400||6.9||||
R186238|01/06/2000|31616||9||||
R186238|01/06/2000|72053|>|10||||
R186238|01/06/2000|82903||6.8||||
1368543|01/13/2000|00010||9.8||||
1368543|01/13/2000|00094||147||||
1368543|01/13/2000|00300||10.2||||
1368543|01/13/2000|00400||7||||
1368544|01/13/2000|00010||9.7||||
1368544|01/13/2000|00094||146||||
1368544|01/13/2000|00300||10.2||||
1368544|01/13/2000|00400||7.1||||
1368545|01/13/2000|00010||9.6||||
1368545|01/13/2000|00094||146||||
1368545|01/13/2000|00300||10.1||||
1368545|01/13/2000|00400||7.1||||
1368546|01/13/2000|00010||9.6||||
1368546|01/13/2000|00094||146||||
1368546|01/13/2000|00300||10||||
1368546|01/13/2000|00400||7.2||||
1368547|01/13/2000|00010||9.5||||
1368547|01/13/2000|00094||146||||
1368547|01/13/2000|00300||10.2||||
1368547|01/13/2000|00400||7.2||||
1368548|01/13/2000|00010||9.4||||
1368548|01/13/2000|00094||146||||
1368548|01/13/2000|00300||9.9||||
1368548|01/13/2000|00400||7.2||||
1368549|01/13/2000|00010||9.4||||
1368549|01/13/2000|00094||146||||
1368549|01/13/2000|00300||9.9||||
1368549|01/13/2000|00400||7.2||||
1368550|01/13/2000|00010||9.3||||
1368550|01/13/2000|00094||146||||
1368550|01/13/2000|00300||9.9||||
1368550|01/13/2000|00400||7.2||||
1368551|01/13/2000|00010||9.3||||
1368551|01/13/2000|00094||145||||
1368551|01/13/2000|00300||9.9||||
1368551|01/13/2000|00400||7.3||||
1368552|01/13/2000|00010||9.3||||
1368552|01/13/2000|00094||145||||
1368552|01/13/2000|00300||9.9||||
1368552|01/13/2000|00400||7.3||||
1368553|01/13/2000|00010||9.3||||
1368553|01/13/2000|00094||145||||
1368553|01/13/2000|00300||9.9||||
1368553|01/13/2000|00400||7.3||||
R186226|01/13/2000|00010||9.9||||
R186226|01/13/2000|00078||0.88||||
R186226|01/13/2000|00094||147||||
R186226|01/13/2000|00300||10.5||||
R186226|01/13/2000|00400||6.8||||
R186226|01/13/2000|31616||7||||
R186226|01/13/2000|72053|>|10||||
R186226|01/13/2000|82903||11.4||||
P030345|03/08/2000|00410||45||||
P030345|03/08/2000|00530||6||||
P030345|03/08/2000|00535||2||||
P030345|03/08/2000|00593|<|0.05||||
P030345|03/08/2000|00610|<|0.05||||
P030345|03/08/2000|00625||0.69||||
P030345|03/08/2000|00665|<|0.05||||
P030345|03/08/2000|00680||5||||
P030345|03/08/2000|00940||7||||
P030345|03/08/2000|00945||18||||
P030345|03/08/2000|70300||90||||
P030345|03/08/2000|70507|<|0.06||||
P030345|03/08/2000|82032||20600||||
P030345|03/08/2000|82033||2180||||
P030345|03/08/2000|82394||60.5||||
P030346|03/08/2000|32211||1.64||||
P030346|03/08/2000|32218||9.28||||
P030347|03/08/2000|00681||5||||
0030072|05/03/2000|00410||49||||
0030072|05/03/2000|00530||6||||
0030072|05/03/2000|00535||2||||
0030072|05/03/2000|00593|<|0.05||||
0030072|05/03/2000|00610|<|0.05||||
0030072|05/03/2000|00625||0.51||||
0030072|05/03/2000|00665|<|0.05||||
0030072|05/03/2000|00680||6||||
0030072|05/03/2000|00940||7||||
0030072|05/03/2000|00945||20||||
0030072|05/03/2000|32211|<|10||||
0030072|05/03/2000|32218|<|5||||
0030072|05/03/2000|70300||127||||
0030072|05/03/2000|70507|<|0.06||||
0030078|05/03/2000|00410||49||||
0030078|05/03/2000|00530||6||||
0030078|05/03/2000|00535||3||||
0030078|05/03/2000|00593|<|0.05||||
0030078|05/03/2000|00610|<|0.05||||
0030078|05/03/2000|00625||0.54||||
0030078|05/03/2000|00665||0.05||||
0030078|05/03/2000|00680||5||||
0030078|05/03/2000|00940||7||||
0030078|05/03/2000|00945||20||||
0030078|05/03/2000|32211|<|10||||
0030078|05/03/2000|32218|<|5||||
0030078|05/03/2000|70300||125||||
0030078|05/03/2000|70507|<|0.06||||
1603575|05/03/2000|00010||20.6||||
1603575|05/03/2000|00094||175||||
1603575|05/03/2000|00300||8.7||||
1603575|05/03/2000|00400||7||||
1603576|05/03/2000|00010||20.1||||
1603576|05/03/2000|00094||176||||
1603576|05/03/2000|00300||7.7||||
1603576|05/03/2000|00400||7||||
1603578|05/03/2000|00010||19.9||||
1603578|05/03/2000|00094||176||||
1603578|05/03/2000|00300||7.4||||
1603578|05/03/2000|00400||7||||
1603579|05/03/2000|00010||19.8||||
1603579|05/03/2000|00094||176||||
1603579|05/03/2000|00300||7||||
1603579|05/03/2000|00400||7.1||||
1603580|05/03/2000|00010||18.2||||
1603580|05/03/2000|00094||180||||
1603580|05/03/2000|00300||3||||
1603580|05/03/2000|00400||6.9||||
1603581|05/03/2000|00010||18||||
1603581|05/03/2000|00094||182||||
1603581|05/03/2000|00300||2||||
1603581|05/03/2000|00400||6.8||||
1603588|05/03/2000|00010||20.4||||
1603588|05/03/2000|00094||176||||
1603588|05/03/2000|00300||8.7||||
1603588|05/03/2000|00400||7.3||||
1603589|05/03/2000|00010||19.8||||
1603589|05/03/2000|00094||177||||
1603589|05/03/2000|00300||7.4||||
1603589|05/03/2000|00400||7.2||||
1603590|05/03/2000|00010||19.6||||
1603590|05/03/2000|00094||176||||
1603590|05/03/2000|00300||6.5||||
1603590|05/03/2000|00400||7.1||||
1603591|05/03/2000|00010||19||||
1603591|05/03/2000|00094||177||||
1603591|05/03/2000|00300||4.4||||
1603591|05/03/2000|00400||7||||
1603592|05/03/2000|00010||19||||
1603592|05/03/2000|00094||180||||
1603592|05/03/2000|00300||3.6||||
1603592|05/03/2000|00400||6.9||||
R188231|05/03/2000|00010||20.6||||
R188231|05/03/2000|00094||176||||
R188231|05/03/2000|00300||8.6||||
R188231|05/03/2000|00400||6.7||||
R188231|05/03/2000|31616|<|1||||
R188231|05/03/2000|72053||2||||
R188231|05/03/2000|82078||1.28||||
R188231|05/03/2000|82903||15.6||||
R188238|05/03/2000|00010||20.9||||
R188238|05/03/2000|00078||0.95||||
R188238|05/03/2000|00094||176||||
R188238|05/03/2000|00300||8.9||||
R188238|05/03/2000|00400||7.3||||
