2614571|07/28/2004|00300||0.4||||Y
2614571|07/28/2004|00400||6.9||||
2614573|07/28/2004|00010||27.8||||
2614573|07/28/2004|00094||164||||
2614573|07/28/2004|00300||5.5||||
2614573|07/28/2004|00400||8.1||||
2614574|07/28/2004|00010||27.8||||
2614574|07/28/2004|00094||164||||
2614574|07/28/2004|00300||5.5||||
2614574|07/28/2004|00400||8||||
2614575|07/28/2004|00010||27.7||||
2614575|07/28/2004|00094||164||||
2614575|07/28/2004|00300||5||||
2614575|07/28/2004|00400||7.8||||
2614576|07/28/2004|00010||27.7||||
2614576|07/28/2004|00094||164||||
2614576|07/28/2004|00300||4.9||||
2614576|07/28/2004|00400||7.8||||
2614577|07/28/2004|00010||27.7||||
2614577|07/28/2004|00094||164||||
2614577|07/28/2004|00300||4.4||||
2614577|07/28/2004|00400||7.6||||
2614578|07/28/2004|00010||27.6||||
2614578|07/28/2004|00094||164||||
2614578|07/28/2004|00300||4.2||||
2614578|07/28/2004|00400||7.5||||
2614579|07/28/2004|00010||27.5||||
2614579|07/28/2004|00094||165||||
2614579|07/28/2004|00300||2.9||||
2614579|07/28/2004|00400||7.2||||
2614580|07/28/2004|00010||25.8||||
2614580|07/28/2004|00094||176||||
2614580|07/28/2004|00300||0||||Y
2614580|07/28/2004|00400||6.9||||
2614581|07/28/2004|00010||24.6||||
2614581|07/28/2004|00094||183||||
2614581|07/28/2004|00300||0||||Y
2614581|07/28/2004|00400||6.9||||
2614582|07/28/2004|00010||23.4||||
2614582|07/28/2004|00094||196||||
2614582|07/28/2004|00300||0||||Y
2614582|07/28/2004|00400||6.9||||
R221051|07/28/2004|00010||27.8||||
R221051|07/28/2004|00078||0.8||||
R221051|07/28/2004|00094||165||||
R221051|07/28/2004|00300||5.9||||
R221051|07/28/2004|00400||8||||
R221051|07/28/2004|31699|<|1||||
R221051|07/28/2004|72053|>|10||||
R221051|07/28/2004|82903||7.8||||
R221059|07/28/2004|00010||27.7||||
R221059|07/28/2004|00078||1.1||||
R221059|07/28/2004|00094||163||||
R221059|07/28/2004|00300||5.6||||
R221059|07/28/2004|00400||8.1||||
R221059|07/28/2004|31699|<|1||||
R221059|07/28/2004|72053|>|10||||
R221059|07/28/2004|82903||10.8||||
0048320|10/28/2004|00410||56||||
0048320|10/28/2004|00530||4||||
0048320|10/28/2004|00535||3||||
0048320|10/28/2004|00610|<|0.05||||
0048320|10/28/2004|00620|<|0.05||||
0048320|10/28/2004|00625||0.55||||
0048320|10/28/2004|00665|<|0.05||||
0048320|10/28/2004|00680||5||||
0048320|10/28/2004|00940||8||||
0048320|10/28/2004|00945||13||||
0048320|10/28/2004|00951||0.16||||
0048320|10/28/2004|01002||3.13||||
0048320|10/28/2004|01027|<|0.1||||
0048320|10/28/2004|01051|<|1||||
0048320|10/28/2004|01077|<|0.5||||
0048320|10/28/2004|01147||0.15||||
0048320|10/28/2004|32211||31||||
0048320|10/28/2004|32218||9.4||||
0048320|10/28/2004|70300||103||||
0048320|10/28/2004|70507|<|0.06||||
0048320|10/28/2004|71870|<|0.1||||
0048321|10/28/2004|00410||55||||
0048321|10/28/2004|00530||5||||
0048321|10/28/2004|00535||4||||
0048321|10/28/2004|00610|<|0.05||||
0048321|10/28/2004|00620|<|0.05||||
0048321|10/28/2004|00625||0.53||||
0048321|10/28/2004|00665|<|0.05||||
0048321|10/28/2004|00680||5||||
0048321|10/28/2004|00940||8||||
0048321|10/28/2004|00945||13||||
0048321|10/28/2004|00951||0.18||||
0048321|10/28/2004|32211||25.6||||
0048321|10/28/2004|32218||10.2||||
0048321|10/28/2004|70300||107||||
0048321|10/28/2004|70507|<|0.06||||
2614654|10/28/2004|00010||22.9||||
2614654|10/28/2004|00094||163||||
2614654|10/28/2004|00300||8.8||||
2614654|10/28/2004|00400||8.4||||
2614655|10/28/2004|00010||22.9||||
2614655|10/28/2004|00094||163||||
2614655|10/28/2004|00300||8.7||||
2614655|10/28/2004|00400||8.3||||
2614656|10/28/2004|00010||22.8||||
2614656|10/28/2004|00094||163||||
2614656|10/28/2004|00300||8.5||||
2614656|10/28/2004|00400||8.2||||
2614657|10/28/2004|00010||22.7||||
2614657|10/28/2004|00094||163||||
2614657|10/28/2004|00300||8.1||||
2614657|10/28/2004|00400||8.2||||
2614658|10/28/2004|00010||22.7||||
2614658|10/28/2004|00094||163||||
2614658|10/28/2004|00300||7.9||||
2614658|10/28/2004|00400||8.1||||
2614659|10/28/2004|00010||22.7||||
2614659|10/28/2004|00094||163||||
2614659|10/28/2004|00300||8||||
2614659|10/28/2004|00400||8.1||||
2614660|10/28/2004|00010||22.6||||
2614660|10/28/2004|00094||163||||
2614660|10/28/2004|00300||7.6||||
2614660|10/28/2004|00400||8||||
2614661|10/28/2004|00010||21.9||||
2614661|10/28/2004|00094||164||||
2614661|10/28/2004|00300||3.1||||
2614661|10/28/2004|00400||7.1||||
2614662|10/28/2004|00010||21.8||||
2614662|10/28/2004|00094||165||||
2614662|10/28/2004|00300||2.3||||
2614662|10/28/2004|00400||7||||
2614663|10/28/2004|00010||21.6||||
2614663|10/28/2004|00094||167||||
2614663|10/28/2004|00300||1||||
2614663|10/28/2004|00400||6.9||||
2614664|10/28/2004|00010||21.6||||
2614664|10/28/2004|00094||168||||
2614664|10/28/2004|00300||0.6||||
2614664|10/28/2004|00400||6.9||||
2614667|10/28/2004|00010||23.1||||
2614667|10/28/2004|00094||162||||
2614667|10/28/2004|00300||9||||
2614667|10/28/2004|00400||8.6||||
R221139|10/28/2004|00010||22.9||||
R221139|10/28/2004|00078||1.4||||
R221139|10/28/2004|00094||163||||
R221139|10/28/2004|00300||8.8||||
R221139|10/28/2004|00400||8.4||||
R221139|10/28/2004|31699|<|1||||
R221139|10/28/2004|72053||2||||
R221139|10/28/2004|82903||11.1||||
R221153|10/28/2004|00010||23.1||||
R221153|10/28/2004|00078||1.2||||
R221153|10/28/2004|00094||162||||
R221153|10/28/2004|00300||9||||
R221153|10/28/2004|00400||8.6||||
R221153|10/28/2004|31699|<|1||||
R221153|10/28/2004|72053||2||||
R221153|10/28/2004|82903||5.9||||
