0007981|08/22/1994|00410||47||||
0007981|08/22/1994|00530||2||||
0007981|08/22/1994|00535||2||||
0007981|08/22/1994|00610||0.02||||
0007981|08/22/1994|00615|<|0.01||||
0007981|08/22/1994|00620||0.03||||
0007981|08/22/1994|00625||0.43||||
0007981|08/22/1994|00630||0.04||||
0007981|08/22/1994|00665||0.04||||
0007981|08/22/1994|00680||5||||
0007981|08/22/1994|00940||5||||
0007981|08/22/1994|00945||16||||
0007981|08/22/1994|32211||7.62||||
0007981|08/22/1994|32218|<|1||||
0007981|08/22/1994|70300||93||||
0007981|08/22/1994|70507||0.01||||
0007982|08/22/1994|00440||54||||
0007982|08/22/1994|00900||53||||
0007982|08/22/1994|00915||18||||
0007982|08/22/1994|00925||2||||
0007982|08/22/1994|00930||7||||
0007982|08/22/1994|00935||2||||
0007982|08/22/1994|00950||0.12||||
0007982|08/22/1994|00955||5||||
0349240|08/22/1994|00010||27.1||||
0349240|08/22/1994|00094||131||||
0349240|08/22/1994|00300||5.7||||
0349240|08/22/1994|00400||7.4||||
0349241|08/22/1994|00010||27.1||||
0349241|08/22/1994|00094||131||||
0349241|08/22/1994|00300||5.6||||
0349241|08/22/1994|00400||7.3||||
0349242|08/22/1994|00010||27||||
0349242|08/22/1994|00094||131||||
0349242|08/22/1994|00300||5.5||||
0349242|08/22/1994|00400||7.2||||
0349243|08/22/1994|00010||27||||
0349243|08/22/1994|00094||131||||
0349243|08/22/1994|00300||5.3||||
0349243|08/22/1994|00400||7.2||||
0349244|08/22/1994|00010||27||||
0349244|08/22/1994|00094||131||||
0349244|08/22/1994|00300||5.2||||
0349244|08/22/1994|00400||7.1||||
0349245|08/22/1994|00010||26.8||||
0349245|08/22/1994|00094||131||||
0349245|08/22/1994|00300||2.8||||
0349245|08/22/1994|00400||6.8||||
0349246|08/22/1994|00010||26.1||||
0349246|08/22/1994|00094||136||||
0349246|08/22/1994|00300||0.03||||
0349246|08/22/1994|00400||6.6||||
0349247|08/22/1994|00010||23.5||||
0349247|08/22/1994|00094||146||||
0349247|08/22/1994|00300||0.03||||
0349247|08/22/1994|00400||6.6||||
0349248|08/22/1994|00010||20.7||||
0349248|08/22/1994|00094||149||||
0349248|08/22/1994|00300||0.04||||
0349248|08/22/1994|00400||6.6||||
0349249|08/22/1994|00010||18.8||||
0349249|08/22/1994|00094||152||||
0349249|08/22/1994|00300||0.02||||
0349249|08/22/1994|00400||6.6||||
0349250|08/22/1994|00010||17.8||||
0349250|08/22/1994|00094||153||||
0349250|08/22/1994|00300||0.02||||
0349250|08/22/1994|00400||6.7||||
0349251|08/22/1994|00010||17.5||||
0349251|08/22/1994|00094||154||||
0349251|08/22/1994|00300||0.02||||
0349251|08/22/1994|00400||6.7||||
0349252|08/22/1994|00010||17||||
0349252|08/22/1994|00094||155||||
0349252|08/22/1994|00300||0.02||||
0349252|08/22/1994|00400||6.7||||
0349253|08/22/1994|00010||16.9||||
0349253|08/22/1994|00094||157||||
0349253|08/22/1994|00300||0.02||||
0349253|08/22/1994|00400||6.7||||
R050302|08/22/1994|00010||27||||
R050302|08/22/1994|00078||2||||
R050302|08/22/1994|00094||131||||
R050302|08/22/1994|00300||5.8||||
R050302|08/22/1994|00400||7.4||||
R050302|08/22/1994|01351||3||||
R050302|08/22/1994|31616|<|1||||
R050302|08/22/1994|72053||2||||
