0016495|11/05/1996|00410||46||||
0016495|11/05/1996|00530||7||||
0016495|11/05/1996|00535||3||||
0016495|11/05/1996|00610||0.02||||
0016495|11/05/1996|00625||0.97||||
0016495|11/05/1996|00630||0.14||||
0016495|11/05/1996|00665||0.03||||
0016495|11/05/1996|00680||7||||
0016495|11/05/1996|00940||4||||
0016495|11/05/1996|00945||9||||
0016495|11/05/1996|32211||1.66||||
0016495|11/05/1996|32218||21.4||||
0016495|11/05/1996|70300||135||||
0016495|11/05/1996|70507||0.01||||
0016496|11/05/1996|01003|<|13||||
0016496|11/05/1996|01028|<|2||||
0016496|11/05/1996|01029||36.8||||
0016496|11/05/1996|01043||11.1||||
0016496|11/05/1996|01052|<|12||||
0016496|11/05/1996|01053||1300||||
0016496|11/05/1996|01068||18.9||||
0016496|11/05/1996|01078|<|1||||
0016496|11/05/1996|01093||59.2||||
0016496|11/05/1996|01108||41500||||
0016496|11/05/1996|01148|<|14||||Y
0016496|11/05/1996|71921||0.036||||Y
0016497|11/05/1996|00557|<|6570||||Y
0016497|11/05/1996|50088||15.1||||
0016497|11/05/1996|80256|<|2||||
0016497|11/05/1996|81373||19.5||||
0016497|11/05/1996|81951||34200||||
0016497|11/05/1996|82008||35||||
0016497|11/05/1996|82009||67.9||||
0016497|11/05/1996|89991|<|2||||
0016498|11/05/1996|00915||16.8||||
0016498|11/05/1996|00925||1.89||||
0016498|11/05/1996|01000|<|2||||
0016498|11/05/1996|01025|<|4||||
0016498|11/05/1996|01030|<|3||||
0016498|11/05/1996|01040|<|4||||
0016498|11/05/1996|01049|<|1||||
0016498|11/05/1996|01065|<|9||||
0016498|11/05/1996|01075|<|0.5||||
0016498|11/05/1996|01090|<|3||||
0016498|11/05/1996|01106|<|33||||
0016498|11/05/1996|01145|<|2||||
0016498|11/05/1996|46570||49.7||||
0016499|11/05/1996|01147|<|2||||
0538425|11/05/1996|00010||16.9||||
0538425|11/05/1996|00094||134||||
0538425|11/05/1996|00300||7.6||||
0538425|11/05/1996|00400||6.5||||
0538426|11/05/1996|00010||16.8||||
0538426|11/05/1996|00094||133||||
0538426|11/05/1996|00300||7.2||||
0538426|11/05/1996|00400||6.6||||
0538427|11/05/1996|00010||16.8||||
0538427|11/05/1996|00094||134||||
0538427|11/05/1996|00300||7.2||||
0538427|11/05/1996|00400||6.7||||
0538428|11/05/1996|00010||16.7||||
0538428|11/05/1996|00094||133||||
0538428|11/05/1996|00300||7.2||||
0538428|11/05/1996|00400||6.8||||
0538429|11/05/1996|00010||16.7||||
0538429|11/05/1996|00094||134||||
0538429|11/05/1996|00300||7.3||||
0538429|11/05/1996|00400||6.8||||
0538430|11/05/1996|00010||16.7||||
0538430|11/05/1996|00094||134||||
0538430|11/05/1996|00300||7.2||||
0538430|11/05/1996|00400||6.8||||
0538431|11/05/1996|00010||16.7||||
0538431|11/05/1996|00094||133||||
0538431|11/05/1996|00300||7.2||||
0538431|11/05/1996|00400||6.9||||
0538432|11/05/1996|00010||16.7||||
0538432|11/05/1996|00094||134||||
0538432|11/05/1996|00300||7.2||||
0538432|11/05/1996|00400||6.9||||
0538433|11/05/1996|00010||16.7||||
0538433|11/05/1996|00094||134||||
0538433|11/05/1996|00300||7.2||||
0538433|11/05/1996|00400||6.9||||
0538434|11/05/1996|00010||16.7||||
0538434|11/05/1996|00094||134||||
0538434|11/05/1996|00300||7.2||||
0538434|11/05/1996|00400||7||||
0538435|11/05/1996|00010||16.7||||
0538435|11/05/1996|00094||134||||
0538435|11/05/1996|00300||7.1||||
0538435|11/05/1996|00400||7||||
0538436|11/05/1996|00010||16.7||||
0538436|11/05/1996|00094||133||||
0538436|11/05/1996|00300||7||||
0538436|11/05/1996|00400||7||||
0538437|11/05/1996|00010||16.7||||
0538437|11/05/1996|00094||134||||
0538437|11/05/1996|00300||7||||
0538437|11/05/1996|00400||7||||
0538438|11/05/1996|00010||16.7||||
0538438|11/05/1996|00094||133||||
0538438|11/05/1996|00300||7||||
0538438|11/05/1996|00400||7||||
0538439|11/05/1996|00010||16.7||||
0538439|11/05/1996|00094||133||||
0538439|11/05/1996|00300||7||||
0538439|11/05/1996|00400||7||||
R171632|11/05/1996|00010||17.1||||
R171632|11/05/1996|00078||0.9||||
R171632|11/05/1996|00094||134||||
R171632|11/05/1996|00300||7.5||||
R171632|11/05/1996|00400||6.4||||
R171632|11/05/1996|31616|<|1||||
R171632|11/05/1996|72053||4||||
