0034677|01/09/2001|32754|<|15.6||||
0034677|01/09/2001|32755|<|15.6||||
0034677|01/09/2001|32756|<|15.6||||
0034677|01/09/2001|32770|<|156||||
0034677|01/09/2001|34262|<|15.6||||
0034677|01/09/2001|34354|<|15.6||||
0034677|01/09/2001|34359|<|15.6||||
0034677|01/09/2001|34364|<|15.6||||
0034677|01/09/2001|34369|<|15.6||||
0034677|01/09/2001|39076|<|15.6||||
0034677|01/09/2001|39333|<|15.6||||
0034677|01/09/2001|39351|<|156||||
0034677|01/09/2001|39383|<|15.6||||
0034677|01/09/2001|39393|<|15.6||||
0034677|01/09/2001|39403|<|156||||
0034677|01/09/2001|39413|<|15.6||||
0034677|01/09/2001|39423|<|15.6||||
0034677|01/09/2001|39481|<|31.2||||
0034677|01/09/2001|39491|<|160||||
0034677|01/09/2001|39495|<|160||||
0034677|01/09/2001|39499|<|160||||
0034677|01/09/2001|39503|<|160||||
0034677|01/09/2001|39507|<|160||||
0034677|01/09/2001|39511|<|160||||
0034677|01/09/2001|39514|<|160||||
0034677|01/09/2001|39519|<|160||||
0034677|01/09/2001|39531|<|156||||
0034677|01/09/2001|39541|<|156||||
0034677|01/09/2001|39571|<|156||||
0034677|01/09/2001|39581|<|156||||
0034677|01/09/2001|39731|<|16||||
0034677|01/09/2001|39741|<|16||||
0034677|01/09/2001|39761|<|16||||
0034677|01/09/2001|39783|<|15.6||||
0034677|01/09/2001|50777|<|156||||
0034677|01/09/2001|81373||32||||
0034677|01/09/2001|81404|<|156||||
0034677|01/09/2001|82003||68||||
0034677|01/09/2001|82400|<|156||||
0034677|01/09/2001|85791|<|31.2||||
0034387|02/19/2001|00410||41||||
0034387|02/19/2001|00530||15||||
0034387|02/19/2001|00535||3||||
0034387|02/19/2001|00593||0.16||||
0034387|02/19/2001|00610||0.05||||
0034387|02/19/2001|00625||0.65||||
0034387|02/19/2001|00665||0.08||||
0034387|02/19/2001|00680||5||||
0034387|02/19/2001|00940||6||||
0034387|02/19/2001|00945||14||||
0034387|02/19/2001|32211|<|10||||
0034387|02/19/2001|32218|<|5||||
0034387|02/19/2001|70300||110||||
0034387|02/19/2001|70507|<|0.06||||
0034388|02/19/2001|00410||41||||
0034388|02/19/2001|00530||14||||
0034388|02/19/2001|00535||3||||
0034388|02/19/2001|00593||0.15||||
0034388|02/19/2001|00610||0.05||||
0034388|02/19/2001|00625||0.62||||
0034388|02/19/2001|00665||0.08||||
0034388|02/19/2001|00680||5||||
0034388|02/19/2001|00940||6||||
0034388|02/19/2001|00945||14||||
0034388|02/19/2001|32211|<|10||||
0034388|02/19/2001|32218|<|5||||
0034388|02/19/2001|70300||97||||
0034388|02/19/2001|70507|<|0.06||||
0034389|02/19/2001|00410||37||||
0034389|02/19/2001|00530||28||||
0034389|02/19/2001|00535||5||||
0034389|02/19/2001|00593|<|0.05||||
0034389|02/19/2001|00610|<|0.05||||
0034389|02/19/2001|00625||0.67||||
0034389|02/19/2001|00665||0.12||||
0034389|02/19/2001|00680||6||||
0034389|02/19/2001|00940||4||||
0034389|02/19/2001|00945||10||||
0034389|02/19/2001|32211|<|10||||
0034389|02/19/2001|32218||6.94||||
0034389|02/19/2001|70300||106||||
0034389|02/19/2001|70507|<|0.06||||
1895488|02/19/2001|00010||7.8||||
1895488|02/19/2001|00094||109||||
1895488|02/19/2001|00300||10||||
1895488|02/19/2001|00400||7.1||||
1895489|02/19/2001|00010||7.7||||
1895489|02/19/2001|00094||111||||
1895489|02/19/2001|00300||9.9||||
1895489|02/19/2001|00400||7.1||||
1895490|02/19/2001|00010||7.7||||
1895490|02/19/2001|00094||111||||
1895490|02/19/2001|00300||9.8||||
1895490|02/19/2001|00400||7.1||||
1895491|02/19/2001|00010||7.7||||
