,Date,Lat,Long,Type,Value,Unit
0,1980-01-04,41.746667,-87.65055600000002,Air-Lead,0.12,
1,1980-01-10,41.746667,-87.65055600000002,Air-Lead,0.26,
2,1980-01-16,41.746667,-87.65055600000002,Air-Lead,0.46,
3,1980-01-22,41.746667,-87.65055600000002,Air-Lead,0.15,
4,1980-01-28,41.746667,-87.65055600000002,Air-Lead,0.3,
5,1980-02-15,41.746667,-87.65055600000002,Air-Lead,0.11,
6,1980-02-27,41.746667,-87.65055600000002,Air-Lead,0.24,
7,1980-03-03,41.746667,-87.65055600000002,Air-Lead,0.36,
8,1980-03-10,41.746667,-87.65055600000002,Air-Lead,0.12,
9,1980-04-09,41.746667,-87.65055600000002,Air-Lead,0.14,
10,1980-04-15,41.746667,-87.65055600000002,Air-Lead,0.4,
11,1980-04-21,41.746667,-87.65055600000002,Air-Lead,0.49,
12,1980-04-27,41.746667,-87.65055600000002,Air-Lead,0.25,
13,1980-05-03,41.746667,-87.65055600000002,Air-Lead,0.99,
14,1980-05-09,41.746667,-87.65055600000002,Air-Lead,0.41,
15,1980-05-15,41.746667,-87.65055600000002,Air-Lead,0.28,
16,1980-05-21,41.746667,-87.65055600000002,Air-Lead,0.84,
17,1980-05-27,41.746667,-87.65055600000002,Air-Lead,0.42,
18,1980-06-02,41.746667,-87.65055600000002,Air-Lead,0.6,
19,1980-06-08,41.746667,-87.65055600000002,Air-Lead,0.47,
20,1980-06-14,41.746667,-87.65055600000002,Air-Lead,0.61,
21,1980-06-20,41.746667,-87.65055600000002,Air-Lead,0.62,
22,1980-06-26,41.746667,-87.65055600000002,Air-Lead,0.61,
23,1980-07-02,41.746667,-87.65055600000002,Air-Lead,0.17,
24,1980-07-08,41.746667,-87.65055600000002,Air-Lead,0.21,
25,1980-07-14,41.746667,-87.65055600000002,Air-Lead,0.11,
26,1980-07-20,41.746667,-87.65055600000002,Air-Lead,0.04,
27,1980-07-26,41.746667,-87.65055600000002,Air-Lead,0.06,
28,1980-08-01,41.746667,-87.65055600000002,Air-Lead,0.35,
29,1980-08-07,41.746667,-87.65055600000002,Air-Lead,0.25,
30,1980-08-13,41.746667,-87.65055600000002,Air-Lead,0.34,
31,1980-08-19,41.746667,-87.65055600000002,Air-Lead,0.19,
32,1980-08-25,41.746667,-87.65055600000002,Air-Lead,0.48,
33,1980-08-31,41.746667,-87.65055600000002,Air-Lead,0.24,
34,1980-09-06,41.746667,-87.65055600000002,Air-Lead,0.26,
35,1980-09-12,41.746667,-87.65055600000002,Air-Lead,0.36,
36,1980-09-18,41.746667,-87.65055600000002,Air-Lead,0.25,
37,1980-09-24,41.746667,-87.65055600000002,Air-Lead,0.34,
38,1980-10-06,41.746667,-87.65055600000002,Air-Lead,0.46,
39,1980-10-12,41.746667,-87.65055600000002,Air-Lead,0.35,
40,1980-10-18,41.746667,-87.65055600000002,Air-Lead,0.19,
41,1980-10-24,41.746667,-87.65055600000002,Air-Lead,0.16,
42,1980-10-30,41.746667,-87.65055600000002,Air-Lead,0.24,
43,1980-11-05,41.746667,-87.65055600000002,Air-Lead,0.56,
44,1980-11-11,41.746667,-87.65055600000002,Air-Lead,0.47,
45,1980-11-17,41.746667,-87.65055600000002,Air-Lead,0.31,
46,1980-11-23,41.746667,-87.65055600000002,Air-Lead,0.25,
47,1980-11-29,41.746667,-87.65055600000002,Air-Lead,0.37,
48,1980-12-05,41.746667,-87.65055600000002,Air-Lead,0.53,
49,1980-12-11,41.746667,-87.65055600000002,Air-Lead,0.64,
50,1980-12-17,41.746667,-87.65055600000002,Air-Lead,0.26,
51,1980-12-23,41.746667,-87.65055600000002,Air-Lead,0.26,
52,1980-12-29,41.746667,-87.65055600000002,Air-Lead,0.34,
53,1980-01-04,41.738056,-87.57305600000002,Air-Lead,1.17,
54,1980-01-10,41.738056,-87.57305600000002,Air-Lead,0.98,
55,1980-01-16,41.738056,-87.57305600000002,Air-Lead,0.92,
56,1980-01-22,41.738056,-87.57305600000002,Air-Lead,0.15,
57,1980-01-28,41.738056,-87.57305600000002,Air-Lead,0.33,
58,1980-02-03,41.738056,-87.57305600000002,Air-Lead,1.18,
59,1980-02-09,41.738056,-87.57305600000002,Air-Lead,0.4,
60,1980-02-15,41.738056,-87.57305600000002,Air-Lead,0.12,
61,1980-02-21,41.738056,-87.57305600000002,Air-Lead,0.48,
62,1980-02-27,41.738056,-87.57305600000002,Air-Lead,0.41,
63,1980-03-03,41.738056,-87.57305600000002,Air-Lead,0.68,
64,1980-03-10,41.738056,-87.57305600000002,Air-Lead,0.22,
65,1980-04-09,41.738056,-87.57305600000002,Air-Lead,0.19,
66,1980-04-15,41.738056,-87.57305600000002,Air-Lead,0.31,
67,1980-04-21,41.738056,-87.57305600000002,Air-Lead,0.76,
68,1980-05-03,41.738056,-87.57305600000002,Air-Lead,1.14,
69,1980-05-09,41.738056,-87.57305600000002,Air-Lead,0.69,
70,1980-05-15,41.738056,-87.57305600000002,Air-Lead,0.3,
71,1980-05-21,41.738056,-87.57305600000002,Air-Lead,1.04,
72,1980-05-27,41.738056,-87.57305600000002,Air-Lead,0.81,
73,1980-06-02,41.738056,-87.57305600000002,Air-Lead,0.53,
74,1980-06-08,41.738056,-87.57305600000002,Air-Lead,0.46,
75,1980-06-20,41.738056,-87.57305600000002,Air-Lead,0.84,
76,1980-06-26,41.738056,-87.57305600000002,Air-Lead,0.35,
77,1980-07-02,41.738056,-87.57305600000002,Air-Lead,0.13,
78,1980-07-08,41.738056,-87.57305600000002,Air-Lead,0.11,
79,1980-07-14,41.738056,-87.57305600000002,Air-Lead,0.19,
80,1980-07-26,41.738056,-87.57305600000002,Air-Lead,0.26,
81,1980-08-01,41.738056,-87.57305600000002,Air-Lead,0.23,
82,1980-08-07,41.738056,-87.57305600000002,Air-Lead,0.29,
83,1980-08-13,41.738056,-87.57305600000002,Air-Lead,0.34,
84,1980-08-19,41.738056,-87.57305600000002,Air-Lead,0.34,
85,1980-08-25,41.738056,-87.57305600000002,Air-Lead,0.49,
86,1980-08-31,41.738056,-87.57305600000002,Air-Lead,0.69,
87,1980-09-06,41.738056,-87.57305600000002,Air-Lead,0.34,
88,1980-09-12,41.738056,-87.57305600000002,Air-Lead,0.4,
89,1980-09-24,41.738056,-87.57305600000002,Air-Lead,0.98,
90,1980-09-30,41.738056,-87.57305600000002,Air-Lead,1.05,
91,1980-10-06,41.738056,-87.57305600000002,Air-Lead,0.55,
92,1980-10-12,41.738056,-87.57305600000002,Air-Lead,0.27,
93,1980-10-18,41.738056,-87.57305600000002,Air-Lead,0.12,
94,1980-10-24,41.738056,-87.57305600000002,Air-Lead,0.27,
95,1980-10-30,41.738056,-87.57305600000002,Air-Lead,0.42,
96,1980-11-05,41.738056,-87.57305600000002,Air-Lead,0.49,
97,1980-11-11,41.738056,-87.57305600000002,Air-Lead,0.03,
98,1980-11-17,41.738056,-87.57305600000002,Air-Lead,0.41,
99,1980-11-23,41.738056,-87.57305600000002,Air-Lead,0.26,
100,1980-11-29,41.738056,-87.57305600000002,Air-Lead,0.48,
101,1980-12-05,41.738056,-87.57305600000002,Air-Lead,0.64,
102,1980-12-11,41.738056,-87.57305600000002,Air-Lead,0.72,
103,1980-12-17,41.738056,-87.57305600000002,Air-Lead,0.42,
104,1980-12-23,41.738056,-87.57305600000002,Air-Lead,0.47,
105,1980-12-29,41.738056,-87.57305600000002,Air-Lead,0.11,
106,1980-01-04,41.65277800000001,-87.6025,Air-Lead,0.22,
107,1980-01-10,41.65277800000001,-87.6025,Air-Lead,0.21,
108,1980-01-16,41.65277800000001,-87.6025,Air-Lead,0.21,
109,1980-01-22,41.65277800000001,-87.6025,Air-Lead,0.12,
110,1980-01-28,41.65277800000001,-87.6025,Air-Lead,0.21,
111,1980-02-09,41.65277800000001,-87.6025,Air-Lead,0.34,
112,1980-02-15,41.65277800000001,-87.6025,Air-Lead,0.19,
113,1980-02-21,41.65277800000001,-87.6025,Air-Lead,0.69,
114,1980-02-27,41.65277800000001,-87.6025,Air-Lead,0.19,
115,1980-03-03,41.65277800000001,-87.6025,Air-Lead,0.17,
116,1980-03-10,41.65277800000001,-87.6025,Air-Lead,0.16,
117,1980-04-09,41.65277800000001,-87.6025,Air-Lead,0.1,
118,1980-04-15,41.65277800000001,-87.6025,Air-Lead,1.42,
119,1980-04-21,41.65277800000001,-87.6025,Air-Lead,0.34,
120,1980-04-27,41.65277800000001,-87.6025,Air-Lead,1.08,
121,1980-05-09,41.65277800000001,-87.6025,Air-Lead,0.41,
122,1980-05-15,41.65277800000001,-87.6025,Air-Lead,0.47,
123,1980-05-21,41.65277800000001,-87.6025,Air-Lead,1.24,
124,1980-05-27,41.65277800000001,-87.6025,Air-Lead,0.41,
125,1980-06-02,41.65277800000001,-87.6025,Air-Lead,0.42,
126,1980-06-08,41.65277800000001,-87.6025,Air-Lead,0.37,
127,1980-06-14,41.65277800000001,-87.6025,Air-Lead,0.63,
128,1980-06-20,41.65277800000001,-87.6025,Air-Lead,1.12,
129,1980-06-26,41.65277800000001,-87.6025,Air-Lead,0.37,
130,1980-07-02,41.65277800000001,-87.6025,Air-Lead,0.6,
131,1980-07-08,41.65277800000001,-87.6025,Air-Lead,0.2,
132,1980-07-14,41.65277800000001,-87.6025,Air-Lead,0.13,
133,1980-07-20,41.65277800000001,-87.6025,Air-Lead,0.01,
134,1980-07-26,41.65277800000001,-87.6025,Air-Lead,0.29,
135,1980-08-01,41.65277800000001,-87.6025,Air-Lead,1.09,
136,1980-08-07,41.65277800000001,-87.6025,Air-Lead,0.41,
137,1980-08-13,41.65277800000001,-87.6025,Air-Lead,0.38,
138,1980-08-25,41.65277800000001,-87.6025,Air-Lead,0.22,
139,1980-09-06,41.65277800000001,-87.6025,Air-Lead,1.89,
140,1980-09-12,41.65277800000001,-87.6025,Air-Lead,0.37,
141,1980-09-18,41.65277800000001,-87.6025,Air-Lead,0.42,
142,1980-09-24,41.65277800000001,-87.6025,Air-Lead,0.81,
143,1980-09-30,41.65277800000001,-87.6025,Air-Lead,0.57,
144,1980-10-06,41.65277800000001,-87.6025,Air-Lead,0.39,
145,1980-10-12,41.65277800000001,-87.6025,Air-Lead,0.31,
146,1980-10-18,41.65277800000001,-87.6025,Air-Lead,0.24,
147,1980-10-24,41.65277800000001,-87.6025,Air-Lead,1.12,
148,1980-10-30,41.65277800000001,-87.6025,Air-Lead,0.15,
149,1980-11-05,41.65277800000001,-87.6025,Air-Lead,0.38,
150,1980-11-11,41.65277800000001,-87.6025,Air-Lead,0.31,
151,1980-11-17,41.65277800000001,-87.6025,Air-Lead,0.53,
152,1980-11-23,41.65277800000001,-87.6025,Air-Lead,1.13,
153,1980-11-29,41.65277800000001,-87.6025,Air-Lead,0.19,
154,1980-12-05,41.65277800000001,-87.6025,Air-Lead,0.38,
155,1980-12-17,41.65277800000001,-87.6025,Air-Lead,0.18,
156,1980-12-23,41.65277800000001,-87.6025,Air-Lead,0.35,
157,1980-12-29,41.65277800000001,-87.6025,Air-Lead,0.47,
158,1980-01-10,42.0025,-87.669722,Air-Lead,0.29,
159,1980-01-16,42.0025,-87.669722,Air-Lead,0.42,
160,1980-01-22,42.0025,-87.669722,Air-Lead,0.16,
161,1980-01-28,42.0025,-87.669722,Air-Lead,0.17,
162,1980-02-03,42.0025,-87.669722,Air-Lead,0.4,
163,1980-02-09,42.0025,-87.669722,Air-Lead,0.22,
164,1980-02-15,42.0025,-87.669722,Air-Lead,0.04,
165,1980-02-21,42.0025,-87.669722,Air-Lead,0.25,
166,1980-02-27,42.0025,-87.669722,Air-Lead,0.18,
167,1980-03-03,42.0025,-87.669722,Air-Lead,0.33,
168,1980-03-10,42.0025,-87.669722,Air-Lead,0.21,
169,1980-04-09,42.0025,-87.669722,Air-Lead,0.18,
170,1980-04-15,42.0025,-87.669722,Air-Lead,0.21,
171,1980-04-21,42.0025,-87.669722,Air-Lead,0.47,
172,1980-04-27,42.0025,-87.669722,Air-Lead,0.13,
173,1980-05-03,42.0025,-87.669722,Air-Lead,0.54,
174,1980-05-09,42.0025,-87.669722,Air-Lead,0.37,
175,1980-05-15,42.0025,-87.669722,Air-Lead,0.17,
176,1980-05-21,42.0025,-87.669722,Air-Lead,0.59,
177,1980-05-27,42.0025,-87.669722,Air-Lead,0.34,
178,1980-06-02,42.0025,-87.669722,Air-Lead,0.7,
179,1980-06-08,42.0025,-87.669722,Air-Lead,0.48,
180,1980-06-14,42.0025,-87.669722,Air-Lead,0.7,
181,1980-06-20,42.0025,-87.669722,Air-Lead,0.5,
182,1980-06-26,42.0025,-87.669722,Air-Lead,0.23,
183,1980-07-02,42.0025,-87.669722,Air-Lead,0.06,
184,1980-07-08,42.0025,-87.669722,Air-Lead,0.06,
185,1980-07-14,42.0025,-87.669722,Air-Lead,0.32,
186,1980-07-20,42.0025,-87.669722,Air-Lead,0.13,
187,1980-07-26,42.0025,-87.669722,Air-Lead,0.15,
188,1980-08-01,42.0025,-87.669722,Air-Lead,0.19,
189,1980-08-07,42.0025,-87.669722,Air-Lead,0.2,
190,1980-08-13,42.0025,-87.669722,Air-Lead,0.39,
191,1980-08-19,42.0025,-87.669722,Air-Lead,2.24,
192,1980-08-25,42.0025,-87.669722,Air-Lead,0.37,
193,1980-09-06,42.0025,-87.669722,Air-Lead,0.26,
194,1980-09-12,42.0025,-87.669722,Air-Lead,0.62,
195,1980-09-18,42.0025,-87.669722,Air-Lead,0.62,
196,1980-09-24,42.0025,-87.669722,Air-Lead,0.31,
197,1980-09-30,42.0025,-87.669722,Air-Lead,1.14,
198,1980-10-06,42.0025,-87.669722,Air-Lead,0.36,
199,1980-10-12,42.0025,-87.669722,Air-Lead,0.46,
200,1980-10-18,42.0025,-87.669722,Air-Lead,0.13,
201,1980-10-24,42.0025,-87.669722,Air-Lead,0.2,
202,1980-10-30,42.0025,-87.669722,Air-Lead,0.2,
203,1980-11-05,42.0025,-87.669722,Air-Lead,0.26,
204,1980-11-11,42.0025,-87.669722,Air-Lead,0.14,
205,1980-11-17,42.0025,-87.669722,Air-Lead,1.65,
206,1980-11-23,42.0025,-87.669722,Air-Lead,0.59,
207,1980-11-29,42.0025,-87.669722,Air-Lead,0.25,
208,1980-12-05,42.0025,-87.669722,Air-Lead,0.56,
209,1980-12-11,42.0025,-87.669722,Air-Lead,0.57,
210,1980-12-17,42.0025,-87.669722,Air-Lead,0.05,
211,1980-12-23,42.0025,-87.669722,Air-Lead,0.29,
212,1980-12-29,42.0025,-87.669722,Air-Lead,0.13,
213,1980-01-04,41.78,-87.776389,Air-Lead,0.14,
214,1980-01-10,41.78,-87.776389,Air-Lead,0.14,
215,1980-01-16,41.78,-87.776389,Air-Lead,0.32,
216,1980-01-22,41.78,-87.776389,Air-Lead,0.2,
217,1980-01-28,41.78,-87.776389,Air-Lead,0.23,
218,1980-02-03,41.78,-87.776389,Air-Lead,0.81,
219,1980-02-09,41.78,-87.776389,Air-Lead,0.42,
220,1980-02-15,41.78,-87.776389,Air-Lead,0.25,
221,1980-02-21,41.78,-87.776389,Air-Lead,0.54,
222,1980-02-27,41.78,-87.776389,Air-Lead,0.27,
223,1980-03-03,41.78,-87.776389,Air-Lead,0.27,
224,1980-03-10,41.78,-87.776389,Air-Lead,0.19,
225,1980-04-09,41.78,-87.776389,Air-Lead,0.11,
226,1980-04-15,41.78,-87.776389,Air-Lead,0.38,
227,1980-04-21,41.78,-87.776389,Air-Lead,0.49,
228,1980-04-27,41.78,-87.776389,Air-Lead,0.21,
229,1980-05-03,41.78,-87.776389,Air-Lead,1.6,
230,1980-05-09,41.78,-87.776389,Air-Lead,0.63,
231,1980-05-15,41.78,-87.776389,Air-Lead,0.45,
232,1980-05-21,41.78,-87.776389,Air-Lead,1.06,
233,1980-05-27,41.78,-87.776389,Air-Lead,0.4,
234,1980-06-02,41.78,-87.776389,Air-Lead,0.41,
235,1980-06-08,41.78,-87.776389,Air-Lead,0.47,
236,1980-06-14,41.78,-87.776389,Air-Lead,0.61,
237,1980-06-20,41.78,-87.776389,Air-Lead,0.74,
238,1980-06-26,41.78,-87.776389,Air-Lead,0.48,
239,1980-07-02,41.78,-87.776389,Air-Lead,0.34,
240,1980-07-08,41.78,-87.776389,Air-Lead,0.35,
241,1980-07-14,41.78,-87.776389,Air-Lead,0.13,
242,1980-07-20,41.78,-87.776389,Air-Lead,0.1,
243,1980-07-26,41.78,-87.776389,Air-Lead,0.28,
244,1980-08-01,41.78,-87.776389,Air-Lead,0.46,
245,1980-08-07,41.78,-87.776389,Air-Lead,0.36,
246,1980-08-13,41.78,-87.776389,Air-Lead,0.47,
247,1980-08-19,41.78,-87.776389,Air-Lead,0.29,
248,1980-08-25,41.78,-87.776389,Air-Lead,0.55,
249,1980-08-31,41.78,-87.776389,Air-Lead,1.07,
250,1980-09-06,41.78,-87.776389,Air-Lead,0.66,
251,1980-09-12,41.78,-87.776389,Air-Lead,0.42,
252,1980-09-18,41.78,-87.776389,Air-Lead,0.56,
253,1980-09-24,41.78,-87.776389,Air-Lead,0.77,
254,1980-09-30,41.78,-87.776389,Air-Lead,0.83,
255,1980-10-06,41.78,-87.776389,Air-Lead,0.51,
256,1980-10-12,41.78,-87.776389,Air-Lead,0.27,
257,1980-10-18,41.78,-87.776389,Air-Lead,0.43,
258,1980-10-24,41.78,-87.776389,Air-Lead,0.23,
259,1980-10-30,41.78,-87.776389,Air-Lead,0.43,
260,1980-11-05,41.78,-87.776389,Air-Lead,1.17,
261,1980-11-11,41.78,-87.776389,Air-Lead,0.53,
262,1980-11-17,41.78,-87.776389,Air-Lead,0.76,
263,1980-11-23,41.78,-87.776389,Air-Lead,0.53,
264,1980-11-29,41.78,-87.776389,Air-Lead,0.25,
265,1980-12-05,41.78,-87.776389,Air-Lead,0.64,
266,1980-12-11,41.78,-87.776389,Air-Lead,0.63,
267,1980-12-17,41.78,-87.776389,Air-Lead,0.27,
268,1980-12-23,41.78,-87.776389,Air-Lead,0.43,
269,1980-12-29,41.78,-87.776389,Air-Lead,0.32,
270,1980-01-04,41.687165,-87.539315,Air-Lead,0.12,
271,1980-01-10,41.687165,-87.539315,Air-Lead,0.8,
272,1980-01-16,41.687165,-87.539315,Air-Lead,0.55,
273,1980-01-22,41.687165,-87.539315,Air-Lead,1.61,
274,1980-01-28,41.687165,-87.539315,Air-Lead,0.58,
275,1980-02-03,41.687165,-87.539315,Air-Lead,1.05,
276,1980-02-09,41.687165,-87.539315,Air-Lead,0.46,
277,1980-02-21,41.687165,-87.539315,Air-Lead,0.33,
278,1980-02-27,41.687165,-87.539315,Air-Lead,0.6,
279,1980-03-03,41.687165,-87.539315,Air-Lead,0.36,
280,1980-03-10,41.687165,-87.539315,Air-Lead,0.74,
281,1980-04-09,41.687165,-87.539315,Air-Lead,1.65,
282,1980-04-15,41.687165,-87.539315,Air-Lead,0.46,
283,1980-04-21,41.687165,-87.539315,Air-Lead,0.75,
284,1980-04-27,41.687165,-87.539315,Air-Lead,0.07,
285,1980-05-09,41.687165,-87.539315,Air-Lead,0.24,
286,1980-05-15,41.687165,-87.539315,Air-Lead,0.27,
287,1980-05-21,41.687165,-87.539315,Air-Lead,1.01,
288,1980-05-27,41.687165,-87.539315,Air-Lead,0.4,
289,1980-06-02,41.687165,-87.539315,Air-Lead,0.65,
290,1980-06-08,41.687165,-87.539315,Air-Lead,0.97,
291,1980-06-14,41.687165,-87.539315,Air-Lead,0.73,
292,1980-06-20,41.687165,-87.539315,Air-Lead,1.11,
293,1980-06-26,41.687165,-87.539315,Air-Lead,0.96,
294,1980-07-02,41.687165,-87.539315,Air-Lead,0.18,
295,1980-07-08,41.687165,-87.539315,Air-Lead,0.45,
296,1980-07-14,41.687165,-87.539315,Air-Lead,0.38,
297,1980-07-20,41.687165,-87.539315,Air-Lead,0.24,
298,1980-07-26,41.687165,-87.539315,Air-Lead,0.39,
299,1980-08-01,41.687165,-87.539315,Air-Lead,0.85,
300,1980-08-07,41.687165,-87.539315,Air-Lead,0.53,
301,1980-08-13,41.687165,-87.539315,Air-Lead,0.63,
302,1980-08-19,41.687165,-87.539315,Air-Lead,0.34,
303,1980-08-25,41.687165,-87.539315,Air-Lead,1.61,
304,1980-08-31,41.687165,-87.539315,Air-Lead,0.43,
305,1980-09-06,41.687165,-87.539315,Air-Lead,0.43,
306,1980-09-12,41.687165,-87.539315,Air-Lead,1.2,
307,1980-09-18,41.687165,-87.539315,Air-Lead,0.76,
308,1980-09-24,41.687165,-87.539315,Air-Lead,0.64,
309,1980-09-30,41.687165,-87.539315,Air-Lead,1.19,
310,1980-10-06,41.687165,-87.539315,Air-Lead,1.17,
311,1980-10-12,41.687165,-87.539315,Air-Lead,0.47,
312,1980-10-18,41.687165,-87.539315,Air-Lead,0.95,
313,1980-10-24,41.687165,-87.539315,Air-Lead,1.3,
314,1980-10-30,41.687165,-87.539315,Air-Lead,1.33,
315,1980-11-11,41.687165,-87.539315,Air-Lead,0.08,
316,1980-11-29,41.687165,-87.539315,Air-Lead,3.58,
317,1980-12-05,41.687165,-87.539315,Air-Lead,0.56,
318,1980-12-11,41.687165,-87.539315,Air-Lead,0.8,
319,1980-12-17,41.687165,-87.539315,Air-Lead,0.84,
320,1980-12-23,41.687165,-87.539315,Air-Lead,0.92,
321,1980-12-29,41.687165,-87.539315,Air-Lead,0.27,
322,1980-01-04,41.915833,-87.699722,Air-Lead,0.11,
323,1980-01-10,41.915833,-87.699722,Air-Lead,0.71,
324,1980-01-16,41.915833,-87.699722,Air-Lead,0.67,
325,1980-01-22,41.915833,-87.699722,Air-Lead,0.23,
326,1980-01-28,41.915833,-87.699722,Air-Lead,0.39,
327,1980-02-03,41.915833,-87.699722,Air-Lead,0.68,
328,1980-02-09,41.915833,-87.699722,Air-Lead,0.41,
329,1980-02-15,41.915833,-87.699722,Air-Lead,0.19,
330,1980-02-21,41.915833,-87.699722,Air-Lead,0.69,
331,1980-02-27,41.915833,-87.699722,Air-Lead,0.19,
332,1980-03-03,41.915833,-87.699722,Air-Lead,0.86,
333,1980-03-10,41.915833,-87.699722,Air-Lead,0.36,
334,1980-04-09,41.915833,-87.699722,Air-Lead,0.32,
335,1980-04-15,41.915833,-87.699722,Air-Lead,0.43,
336,1980-04-21,41.915833,-87.699722,Air-Lead,0.68,
337,1980-04-27,41.915833,-87.699722,Air-Lead,0.2,
338,1980-05-03,41.915833,-87.699722,Air-Lead,1.16,
339,1980-05-09,41.915833,-87.699722,Air-Lead,0.8,
340,1980-05-15,41.915833,-87.699722,Air-Lead,0.4,
341,1980-05-21,41.915833,-87.699722,Air-Lead,0.95,
342,1980-05-27,41.915833,-87.699722,Air-Lead,0.85,
343,1980-06-02,41.915833,-87.699722,Air-Lead,0.88,
344,1980-06-08,41.915833,-87.699722,Air-Lead,0.6,
345,1980-06-14,41.915833,-87.699722,Air-Lead,0.95,
346,1980-06-20,41.915833,-87.699722,Air-Lead,0.75,
347,1980-06-26,41.915833,-87.699722,Air-Lead,0.36,
348,1980-07-02,41.915833,-87.699722,Air-Lead,0.23,
349,1980-07-08,41.915833,-87.699722,Air-Lead,0.17,
350,1980-07-14,41.915833,-87.699722,Air-Lead,0.35,
351,1980-07-20,41.915833,-87.699722,Air-Lead,0.19,
352,1980-07-26,41.915833,-87.699722,Air-Lead,0.21,
353,1980-08-01,41.915833,-87.699722,Air-Lead,0.48,
354,1980-08-07,41.915833,-87.699722,Air-Lead,0.5,
355,1980-08-13,41.915833,-87.699722,Air-Lead,0.8,
356,1980-08-19,41.915833,-87.699722,Air-Lead,0.47,
357,1980-08-25,41.915833,-87.699722,Air-Lead,0.65,
358,1980-08-31,41.915833,-87.699722,Air-Lead,4.28,
359,1980-09-06,41.915833,-87.699722,Air-Lead,0.5,
360,1980-09-12,41.915833,-87.699722,Air-Lead,0.62,
361,1980-09-18,41.915833,-87.699722,Air-Lead,0.9,
362,1980-09-24,41.915833,-87.699722,Air-Lead,0.99,
363,1980-09-30,41.915833,-87.699722,Air-Lead,1.44,
364,1980-10-06,41.915833,-87.699722,Air-Lead,0.44,
365,1980-10-12,41.915833,-87.699722,Air-Lead,0.43,
366,1980-10-18,41.915833,-87.699722,Air-Lead,0.35,
367,1980-10-24,41.915833,-87.699722,Air-Lead,0.27,
368,1980-10-30,41.915833,-87.699722,Air-Lead,0.54,
369,1980-11-05,41.915833,-87.699722,Air-Lead,0.6,
370,1980-11-11,41.915833,-87.699722,Air-Lead,0.37,
371,1980-11-17,41.915833,-87.699722,Air-Lead,1.22,
372,1980-11-23,41.915833,-87.699722,Air-Lead,0.82,
373,1980-11-29,41.915833,-87.699722,Air-Lead,0.37,
374,1980-12-05,41.915833,-87.699722,Air-Lead,1.02,
375,1980-12-11,41.915833,-87.699722,Air-Lead,0.7,
376,1980-12-17,41.915833,-87.699722,Air-Lead,0.46,
377,1980-12-23,41.915833,-87.699722,Air-Lead,0.37,
378,1980-01-04,41.716667,-87.559444,Air-Lead,0.14,
379,1980-01-10,41.716667,-87.559444,Air-Lead,1.61,
380,1980-01-16,41.716667,-87.559444,Air-Lead,2.62,
381,1980-01-22,41.716667,-87.559444,Air-Lead,0.18,
382,1980-01-28,41.716667,-87.559444,Air-Lead,0.29,
383,1980-02-03,41.716667,-87.559444,Air-Lead,1.27,
384,1980-02-09,41.716667,-87.559444,Air-Lead,0.48,
385,1980-02-15,41.716667,-87.559444,Air-Lead,0.16,
386,1980-02-21,41.716667,-87.559444,Air-Lead,0.44,
387,1980-02-27,41.716667,-87.559444,Air-Lead,0.54,
388,1980-03-03,41.716667,-87.559444,Air-Lead,0.59,
389,1980-03-10,41.716667,-87.559444,Air-Lead,0.25,
390,1980-04-09,41.716667,-87.559444,Air-Lead,0.16,
391,1980-04-15,41.716667,-87.559444,Air-Lead,0.59,
392,1980-04-21,41.716667,-87.559444,Air-Lead,0.77,
393,1980-04-27,41.716667,-87.559444,Air-Lead,0.14,
394,1980-05-03,41.716667,-87.559444,Air-Lead,0.86,
395,1980-05-09,41.716667,-87.559444,Air-Lead,0.54,
396,1980-05-15,41.716667,-87.559444,Air-Lead,0.75,
397,1980-05-21,41.716667,-87.559444,Air-Lead,1.12,
398,1980-05-27,41.716667,-87.559444,Air-Lead,1.29,
399,1980-06-02,41.716667,-87.559444,Air-Lead,0.72,
400,1980-06-08,41.716667,-87.559444,Air-Lead,0.61,
401,1980-06-14,41.716667,-87.559444,Air-Lead,0.74,
402,1980-06-20,41.716667,-87.559444,Air-Lead,1.0,
403,1980-06-26,41.716667,-87.559444,Air-Lead,0.85,
404,1980-07-02,41.716667,-87.559444,Air-Lead,6.49,
405,1980-07-08,41.716667,-87.559444,Air-Lead,0.19,
406,1980-07-14,41.716667,-87.559444,Air-Lead,0.17,
407,1980-07-20,41.716667,-87.559444,Air-Lead,0.11,
408,1980-08-01,41.716667,-87.559444,Air-Lead,0.38,
409,1980-08-13,41.716667,-87.559444,Air-Lead,0.68,
410,1980-08-19,41.716667,-87.559444,Air-Lead,0.66,
411,1980-08-25,41.716667,-87.559444,Air-Lead,0.33,
412,1980-08-31,41.716667,-87.559444,Air-Lead,2.82,
413,1980-09-06,41.716667,-87.559444,Air-Lead,0.35,
414,1980-09-12,41.716667,-87.559444,Air-Lead,0.63,
415,1980-09-18,41.716667,-87.559444,Air-Lead,0.46,
416,1980-09-24,41.716667,-87.559444,Air-Lead,0.78,
417,1980-09-30,41.716667,-87.559444,Air-Lead,0.74,
418,1980-10-06,41.716667,-87.559444,Air-Lead,0.43,
419,1980-10-12,41.716667,-87.559444,Air-Lead,0.43,
420,1980-10-18,41.716667,-87.559444,Air-Lead,0.15,
421,1980-10-24,41.716667,-87.559444,Air-Lead,0.44,
422,1980-10-30,41.716667,-87.559444,Air-Lead,0.23,
