,Date,AQS_SITE_ID,POC,Daily Max 1-hour NO2 Concentration,UNITS,DAILY_AQI_VALUE,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CSA_CODE,CSA_NAME,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE,Type
0,02/01/1981,17-031-0039,1,27.0,ppb,25.0,24,100.0,42602,Nitrogen dioxide (NO2),176,"Chicago-Naperville-Michigan City, IL-IN-WI",16980,"Chicago-Naperville-Joliet, IL-IN-WI",17,Illinois,31,Cook,41.894444,-87.620278,Air Data NO2
1,02/02/1981,17-031-0039,1,35.0,ppb,33.0,21,88.0,42602,Nitrogen dioxide (NO2),176,"Chicago-Naperville-Michigan City, IL-IN-WI",16980,"Chicago-Naperville-Joliet, IL-IN-WI",17,Illinois,31,Cook,41.894444,-87.620278,Air Data NO2
2,02/03/1981,17-031-0039,1,45.0,ppb,42.0,18,75.0,42602,Nitrogen dioxide (NO2),176,"Chicago-Naperville-Michigan City, IL-IN-WI",16980,"Chicago-Naperville-Joliet, IL-IN-WI",17,Illinois,31,Cook,41.894444,-87.620278,Air Data NO2
3,02/04/1981,17-031-0039,1,43.0,ppb,41.0,24,100.0,42602,Nitrogen dioxide (NO2),176,"Chicago-Naperville-Michigan City, IL-IN-WI",16980,"Chicago-Naperville-Joliet, IL-IN-WI",17,Illinois,31,Cook,41.894444,-87.620278,Air Data NO2
4,02/05/1981,17-031-0039,1,43.0,ppb,41.0,24,100.0,42602,Nitrogen dioxide (NO2),176,"Chicago-Naperville-Michigan City, IL-IN-WI",16980,"Chicago-Naperville-Joliet, IL-IN-WI",17,Illinois,31,Cook,41.894444,-87.620278,Air Data NO2
5,02/06/1981,17-031-0039,1,48.0,ppb,45.0,24,100.0,42602,Nitrogen dioxide (NO2),176,"Chicago-Naperville-Michigan City, IL-IN-WI",16980,"Chicago-Naperville-Joliet, IL-IN-WI",17,Illinois,31,Cook,41.894444,-87.620278,Air Data NO2
6,02/07/1981,17-031-0039,1,40.0,ppb,38.0,24,100.0,42602,Nitrogen dioxide (NO2),176,"Chicago-Naperville-Michigan City, IL-IN-WI",16980,"Chicago-Naperville-Joliet, IL-IN-WI",17,Illinois,31,Cook,41.894444,-87.620278,Air Data NO2
7,02/08/1981,17-031-0039,1,33.0,ppb,31.0,24,100.0,42602,Nitrogen dioxide (NO2),176,"Chicago-Naperville-Michigan City, IL-IN-WI",16980,"Chicago-Naperville-Joliet, IL-IN-WI",17,Illinois,31,Cook,41.894444,-87.620278,Air Data NO2
8,02/09/1981,17-031-0039,1,51.0,ppb,48.0,24,100.0,42602,Nitrogen dioxide (NO2),176,"Chicago-Naperville-Michigan City, IL-IN-WI",16980,"Chicago-Naperville-Joliet, IL-IN-WI",17,Illinois,31,Cook,41.894444,-87.620278,Air Data NO2
9,02/10/1981,17-031-0039,1,54.0,ppb,51.0,24,100.0,42602,Nitrogen dioxide (NO2),176,"Chicago-Naperville-Michigan City, IL-IN-WI",16980,"Chicago-Naperville-Joliet, IL-IN-WI",17,Illinois,31,Cook,41.894444,-87.620278,Air Data NO2
10,02/11/1981,17-031-0039,1,39.0,ppb,37.0,24,100.0,42602,Nitrogen dioxide (NO2),176,"Chicago-Naperville-Michigan City, IL-IN-WI",16980,"Chicago-Naperville-Joliet, IL-IN-WI",17,Illinois,31,Cook,41.894444,-87.620278,Air Data NO2
11,02/12/1981,17-031-0039,1,47.0,ppb,44.0,24,100.0,42602,Nitrogen dioxide (NO2),176,"Chicago-Naperville-Michigan City, IL-IN-WI",16980,"Chicago-Naperville-Joliet, IL-IN-WI",17,Illinois,31,Cook,41.894444,-87.620278,Air Data NO2
12,02/13/1981,17-031-0039,1,72.0,ppb,70.0,20,83.0,42602,Nitrogen dioxide (NO2),176,"Chicago-Naperville-Michigan City, IL-IN-WI",16980,"Chicago-Naperville-Joliet, IL-IN-WI",17,Illinois,31,Cook,41.894444,-87.620278,Air Data NO2
