TR64282|01/03/2006|00010||13.6||||
TR64282|01/03/2006|00020||25.4||||
TR64282|01/03/2006|00094||589||||
TR64282|01/03/2006|00300||10.8||||
TR64282|01/03/2006|00400||7.9||||
TR64282|01/03/2006|01351||3||||
TR64282|01/03/2006|72053|>|7||||
TR64305|01/26/2006|00010||10.9||||
TR64305|01/26/2006|00020||15||||
TR64305|01/26/2006|00094||476||||
TR64305|01/26/2006|00300||10.9||||
TR64305|01/26/2006|00400||7.8||||
TR64305|01/26/2006|72053||4||||
TR64306|01/26/2006|00010||10.6||||
TR64306|01/26/2006|00020||11.2||||
TR64306|01/26/2006|00094||415||||
TR64306|01/26/2006|00300||9.9||||
TR64306|01/26/2006|00400||7.6||||
TR64306|01/26/2006|72053||4||||
TR64307|01/26/2006|00010||10.2||||
TR64307|01/26/2006|00020||14.7||||
TR64307|01/26/2006|00094||442||||
TR64307|01/26/2006|00300||10.1||||
TR64307|01/26/2006|00400||7.6||||
TR64307|01/26/2006|72053||4||||
TR64308|01/26/2006|00010||10.2||||
TR64308|01/26/2006|00020||12.5||||
TR64308|01/26/2006|00094||404||||
TR64308|01/26/2006|00300||11.7||||
TR64308|01/26/2006|00400||8||||
TR64308|01/26/2006|72053||4||||
TR64324|02/15/2006|00010||13.4||||
TR64324|02/15/2006|00020||25.6||||
TR64324|02/15/2006|00094||610||||
TR64324|02/15/2006|00300||11.2||||
TR64324|02/15/2006|00400||7.8||||
TR64324|02/15/2006|01351||3||||
TR64324|02/15/2006|72053|>|7||||
TR64334|02/28/2006|00010||11.6||||
TR64334|02/28/2006|00020||21.7||||
TR64334|02/28/2006|00094||430||||
TR64334|02/28/2006|00300||9.9||||
TR64334|02/28/2006|00400||7.3||||
TR64334|02/28/2006|72053|>|7||||
TR64335|02/28/2006|00010||10.8||||
TR64335|02/28/2006|00020||17.1||||
TR64335|02/28/2006|00094||436||||
TR64335|02/28/2006|00300||10.4||||
TR64335|02/28/2006|00400||7.2||||
TR64335|02/28/2006|72053|>|7||||
TR64336|02/28/2006|00010||10.5||||
TR64336|02/28/2006|00020||14.9||||
TR64336|02/28/2006|00094||435||||
TR64336|02/28/2006|00300||10.6||||
TR64336|02/28/2006|00400||7.3||||
TR64336|02/28/2006|72053|>|7||||
TR64337|02/28/2006|00010||12.1||||
TR64337|02/28/2006|00020||15.1||||
TR64337|02/28/2006|00094||450||||
TR64337|02/28/2006|00300||10.1||||
TR64337|02/28/2006|00400||7.4||||
TR64337|02/28/2006|72053|>|7||||
TR64338|03/22/2006|00010||13.2||||
TR64338|03/22/2006|00020||9.5||||
TR64338|03/22/2006|00094||414||||
TR64338|03/22/2006|00300||9.2||||
TR64338|03/22/2006|00400||7.7||||
TR64338|03/22/2006|72053||1||||
TR64339|03/22/2006|00010||11.2||||
TR64339|03/22/2006|00020||9.4||||
TR64339|03/22/2006|00094||311||||
TR64339|03/22/2006|00300||10.2||||
TR64339|03/22/2006|00400||7.5||||
TR64339|03/22/2006|01351||3||||
TR64339|03/22/2006|72053||1||||
TR64340|03/22/2006|00010||13.6||||
TR64340|03/22/2006|00020||10.5||||
TR64340|03/22/2006|00094||277||||
TR64340|03/22/2006|00300||9||||
TR64340|03/22/2006|00400||7.5||||
TR64340|03/22/2006|72053||1||||
TR64342|03/22/2006|00010||13||||
TR64342|03/22/2006|00020||11||||
TR64342|03/22/2006|00094||376||||
TR64342|03/22/2006|00300||10||||
TR64342|03/22/2006|00400||7.7||||
TR64342|03/22/2006|72053||1||||
TR64344|03/22/2006|00010||13.2||||
TR64344|03/22/2006|00020||13.4||||
TR64344|03/22/2006|00094||415||||
TR64344|03/22/2006|00300||9||||
TR64344|03/22/2006|00400||7.9||||
TR64344|03/22/2006|72053||1||||
TR64367|04/05/2006|00010||18.1||||
TR64367|04/05/2006|00020||25.8||||
TR64367|04/05/2006|00094||418||||
TR64367|04/05/2006|00300||7.9||||
TR64367|04/05/2006|00400||7.6||||
TR64367|04/05/2006|72053|<|1||||
TR64368|04/05/2006|00010||11.3||||
TR64368|04/05/2006|00020||21.5||||
TR64368|04/05/2006|00094||417||||
TR64368|04/05/2006|00300||9.5||||
TR64368|04/05/2006|00400||7.7||||
TR64368|04/05/2006|72053|<|1||||
TR64369|04/05/2006|00010||22.4||||
TR64369|04/05/2006|00020||27||||
TR64369|04/05/2006|00094||370||||
TR64369|04/05/2006|00300||6.7||||
TR64369|04/05/2006|00400||7.3||||
TR64369|04/05/2006|01351||3||||
TR64369|04/05/2006|72053|>|7||||
TR64370|04/05/2006|00010||18.4||||
